Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,512,27.600,0.0344
llama3:8b,What are some fun icebreaker questions for team meetings?,399,34.856,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,414,34.914,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,526,32.617,0.0334
llama3:8b,How do I write a professional follow-up email after a job in...,518,34.856,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,574,33.218,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,493,35.486,0.0328
llama3:8b,What are some tips to stay focused while studying?,516,35.708,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,586,35.914,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,620,39.301,0.0336
llama3:8b,Can you explain inflation in simple terms?,460,48.282,0.0320
llama3:8b,How do I negotiate my salary during a job offer?,498,47.569,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,564,49.201,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,440,51.757,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,773,38.688,0.0336
llama3:8b,How can I start a simple workout routine at home with no equ...,613,43.321,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,465,51.875,0.0319
llama3:8b,How can I start a simple workout routine at home with no equ...,496,50.948,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,762,40.623,0.0335
llama3:8b,What are some tips to stay focused while studying?,532,51.079,0.0329
llama3:8b,What's the difference between anxiety and stress?,437,61.070,0.0319
llama3:8b,Can you explain inflation in simple terms?,386,63.731,0.0345
llama3:8b,What are some fun icebreaker questions for team meetings?,425,67.629,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,501,65.768,0.0320
llama3:8b,How do I negotiate my salary during a job offer?,564,66.328,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,593,65.245,0.0340
llama3:8b,What's the difference between anxiety and stress?,474,73.714,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,750,63.729,0.0345
