Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,362,11.821,0.0310
llama3:8b,What's the difference between anxiety and stress?,373,11.896,0.0311
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,387,13.099,0.0310
llama3:8b,What are some fun icebreaker questions for team meetings?,400,12.898,0.0311
llama3:8b,What's the difference between anxiety and stress?,438,11.790,0.0313
llama3:8b,How can I start a simple workout routine at home with no equ...,463,12.849,0.0314
llama3:8b,How do I negotiate my salary during a job offer?,462,12.086,0.0310
llama3:8b,Can you summarize the key points of the book Atomic Habits?,544,12.093,0.0311
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,606,13.243,0.0312
llama3:8b,How do I negotiate my salary during a job offer?,641,12.802,0.0318
llama3:8b,What are some tips to stay focused while studying?,644,12.833,0.0316
llama3:8b,How can I start a simple workout routine at home with no equ...,645,11.847,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,367,23.120,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,369,25.120,0.0323
llama3:8b,What's the difference between anxiety and stress?,412,24.429,0.0327
llama3:8b,What are some tips to stay focused while studying?,457,27.491,0.0328
llama3:8b,What's the difference between anxiety and stress?,524,26.586,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,540,26.460,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,459,30.198,0.0330
llama3:8b,Can you explain inflation in simple terms?,453,31.460,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,458,33.272,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,573,28.112,0.0329
llama3:8b,Can you explain inflation in simple terms?,391,34.116,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,417,34.172,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,800,23.586,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,576,31.224,0.0331
llama3:8b,Can you explain inflation in simple terms?,258,43.430,0.0323
llama3:8b,What are some tips to stay focused while studying?,599,36.938,0.0334
llama3:8b,What's the difference between anxiety and stress?,452,41.777,0.0335
llama3:8b,Can you explain inflation in simple terms?,329,45.436,0.0336
llama3:8b,How do I write a professional follow-up email after a job in...,526,40.588,0.0334
llama3:8b,What are some fun icebreaker questions for team meetings?,485,46.420,0.0336
