Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,352,3.675,0.0306
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,355,3.666,0.0306
llama3:8b,Can you explain inflation in simple terms?,423,3.680,0.0307
llama3:8b,What are some fun icebreaker questions for team meetings?,417,3.463,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,459,3.639,0.0307
llama3:8b,Can you explain inflation in simple terms?,458,3.676,0.0325
llama3:8b,Can you explain inflation in simple terms?,474,3.681,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,487,3.696,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,506,3.641,0.0323
llama3:8b,What are some tips to stay focused while studying?,585,3.645,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,745,3.470,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,376,17.799,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,833,3.635,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,525,14.597,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,398,18.596,0.0332
llama3:8b,Can you explain inflation in simple terms?,379,20.109,0.0332
llama3:8b,How do I write a professional follow-up email after a job in...,488,16.970,0.0329
llama3:8b,What are some tips to stay focused while studying?,523,16.714,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,473,22.728,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,754,14.543,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,608,19.590,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,623,19.123,0.0332
llama3:8b,What are some tips to stay focused while studying?,530,27.600,0.0337
llama3:8b,What are some tips to stay focused while studying?,528,29.855,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,508,31.384,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,333,38.451,0.0331
llama3:8b,What's the difference between anxiety and stress?,511,32.753,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,417,38.854,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,628,33.060,0.0335
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,432,39.784,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,711,33.571,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,520,39.878,0.0330
llama3:8b,Can you explain inflation in simple terms?,324,48.097,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,852,31.908,0.0331
llama3:8b,What are some fun icebreaker questions for team meetings?,394,47.205,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,902,30.832,0.0337
llama3:8b,How do I write a professional follow-up email after a job in...,534,45.541,0.0337
llama3:8b,What are some fun icebreaker questions for team meetings?,457,48.688,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,640,57.124,0.0341
llama3:8b,What are some tips to stay focused while studying?,591,59.205,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,549,65.097,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,481,69.126,0.0323
llama3:8b,Can you explain inflation in simple terms?,451,74.102,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,462,73.243,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,357,80.674,0.0337
llama3:8b,What's the difference between anxiety and stress?,508,77.990,0.0332
llama3:8b,What are some tips to stay focused while studying?,498,88.798,0.0316
llama3:8b,How can I start a simple workout routine at home with no equ...,632,84.758,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,496,89.182,0.0320
llama3:8b,What are some fun icebreaker questions for team meetings?,461,91.267,0.0344
llama3:8b,Can you explain inflation in simple terms?,399,94.305,0.0322
llama3:8b,What's the difference between anxiety and stress?,372,96.477,0.0344
llama3:8b,What's the difference between anxiety and stress?,494,93.927,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,490,95.823,0.0343
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,312,109.375,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,498,104.610,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,553,103.146,0.0336
llama3:8b,How do I write a professional follow-up email after a job in...,527,106.425,0.0332
llama3:8b,How do I write a professional follow-up email after a job in...,540,107.154,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,648,106.029,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,378,124.972,0.0336
llama3:8b,What's the difference between anxiety and stress?,455,124.153,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,465,125.555,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,307,137.721,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,741,128.114,0.0328
llama3:8b,What's the difference between anxiety and stress?,474,140.532,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,463,144.417,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,621,140.465,0.0334
llama3:8b,What are some tips to stay focused while studying?,548,152.605,0.0334
llama3:8b,Can you explain inflation in simple terms?,453,155.423,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,346,163.570,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,590,159.954,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,518,166.932,0.0334
llama3:8b,What's the difference between anxiety and stress?,452,173.384,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,560,170.980,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,845,161.345,0.0334
llama3:8b,How do I write a professional follow-up email after a job in...,449,184.919,0.0314
llama3:8b,What's the difference between anxiety and stress?,483,187.447,0.0314
llama3:8b,What's the difference between anxiety and stress?,472,187.494,0.0346
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,366,191.321,0.0345
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,680,185.562,0.0316
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,323,201.166,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,458,198.912,0.0325
llama3:8b,What's the difference between anxiety and stress?,489,203.983,0.0337
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,628,202.591,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,401,209.931,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,633,201.843,0.0336
llama3:8b,How can I start a simple workout routine at home with no equ...,486,208.106,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,564,208.364,0.0337
llama3:8b,What are some tips to stay focused while studying?,469,216.210,0.0335
llama3:8b,How do I write a professional follow-up email after a job in...,535,217.154,0.0335
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,419,224.339,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,526,227.916,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,710,227.619,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,608,231.849,0.0335
llama3:8b,How do I write a professional follow-up email after a job in...,503,238.043,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,609,234.150,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,448,242.158,0.0317
llama3:8b,Can you explain inflation in simple terms?,431,242.950,0.0317
llama3:8b,What are some fun icebreaker questions for team meetings?,434,242.960,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,582,251.909,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,440,257.112,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,500,256.665,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,519,256.099,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,484,266.441,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,497,268.173,0.0335
llama3:8b,Can you summarize the key points of the book Atomic Habits?,582,272.940,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,628,274.957,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,531,277.866,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,546,281.762,0.0333
llama3:8b,What's the difference between anxiety and stress?,463,284.946,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,535,283.832,0.0329
llama3:8b,Can you explain inflation in simple terms?,365,290.857,0.0398
llama3:8b,How do I negotiate my salary during a job offer?,396,289.845,0.0392
llama3:8b,How do I negotiate my salary during a job offer?,79,300.173,0.0658
llama3:8b,What are some tips to stay focused while studying?,381,291.261,0.0397
llama3:8b,What's the difference between anxiety and stress?,432,289.517,0.0391
llama3:8b,Can you summarize the key points of the book Atomic Habits?,20,302.972,0.1565
llama3:8b,Can you explain inflation in simple terms?,451,288.640,0.0387
llama3:8b,How do I negotiate my salary during a job offer?,140,299.090,0.0501
llama3:8b,Can you explain inflation in simple terms?,21,302.941,0.1499
llama3:8b,What are some fun icebreaker questions for team meetings?,3,303.817,0.8306
llama3:8b,How do I write a professional follow-up email after a job in...,1,303.805,2.4919
llama3:8b,What are some tips to stay focused while studying?,2,303.796,1.2468
llama3:8b,How can I start a simple workout routine at home with no equ...,3,303.788,0.8336
