Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,728,72.551,0.0320
llama3:8b,What are some tips to stay focused while studying?,573,75.165,0.0335
llama3:8b,Can you explain inflation in simple terms?,468,81.991,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,338,86.267,0.0332
llama3:8b,What are some tips to stay focused while studying?,548,80.089,0.0332
llama3:8b,What are some tips to stay focused while studying?,557,83.168,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,324,86.455,0.0339
llama3:8b,Can you summarize the key points of the book Atomic Habits?,527,84.143,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,404,87.723,0.0337
llama3:8b,What are some fun icebreaker questions for team meetings?,448,89.198,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,744,80.710,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,433,88.387,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,444,94.189,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,493,96.561,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,533,94.236,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,477,101.679,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,665,92.405,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,697,97.439,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,562,97.486,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,544,103.071,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,551,101.912,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,616,101.057,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,692,100.486,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,735,99.433,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,313,115.546,0.0334
llama3:8b,What are some tips to stay focused while studying?,496,108.646,0.0331
llama3:8b,What are some tips to stay focused while studying?,505,112.639,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,575,105.956,0.0331
llama3:8b,What are some tips to stay focused while studying?,480,115.277,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,453,119.077,0.0335
llama3:8b,Can you explain inflation in simple terms?,450,120.295,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,554,115.051,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,597,119.672,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,530,122.317,0.0334
llama3:8b,Can you explain inflation in simple terms?,506,120.239,0.0333
llama3:8b,What's the difference between anxiety and stress?,476,125.108,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,593,122.866,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,477,128.413,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,489,129.278,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,635,126.031,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,497,132.344,0.0330
llama3:8b,Can you explain inflation in simple terms?,485,132.185,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,795,122.982,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,483,133.540,0.0333
llama3:8b,What's the difference between anxiety and stress?,464,136.190,0.0338
llama3:8b,How do I negotiate my salary during a job offer?,578,137.755,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,476,143.276,0.0325
llama3:8b,Can you explain inflation in simple terms?,509,140.613,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,579,136.015,0.0345
llama3:8b,Can you explain inflation in simple terms?,353,147.827,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,473,145.513,0.0325
llama3:8b,How do I negotiate my salary during a job offer?,636,142.249,0.0325
llama3:8b,What are some tips to stay focused while studying?,577,146.721,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,552,148.849,0.0326
llama3:8b,Can you explain inflation in simple terms?,469,148.576,0.0339
llama3:8b,How do I write a professional follow-up email after a job in...,529,148.712,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,436,155.702,0.0327
llama3:8b,Can you explain inflation in simple terms?,502,152.055,0.0335
