Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,464,5.728,0.0289
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,188,13.380,0.0335
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",348,7.019,0.0407
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,406,0.941,0.0517
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,260,15.048,0.0268
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,319,11.383,0.0338
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,261,14.789,0.0283
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,208,14.042,0.0394
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,474,7.827,0.0311
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,343,8.656,0.0413
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,433,11.464,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",237,14.551,0.0352
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",428,9.058,0.0325
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",367,13.963,0.0251
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",245,17.968,0.0256
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,380,16.749,0.0218
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,454,13.579,0.0265
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,286,18.613,0.0254
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,328,17.955,0.0260
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,410,16.275,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,284,20.090,0.0253
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,409,16.581,0.0264
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,457,15.935,0.0257
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,244,5.071,0.0935
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,391,18.047,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,554,16.396,0.0231
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,275,0.955,0.1030
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,238,22.910,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,459,17.274,0.0265
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,273,23.174,0.0261
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,355,22.159,0.0267
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,450,20.091,0.0260
