Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,402,117.515,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,306,120.663,0.0280
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,465,116.836,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",385,119.078,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,278,117.784,0.0278
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,503,112.574,0.0277
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,519,111.209,0.0273
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",432,120.496,0.0276
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,202,119.014,0.0281
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,322,119.219,0.0280
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,372,117.786,0.0281
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,329,122.539,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,284,124.825,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,276,118.377,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,257,125.986,0.0268
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,378,125.476,0.0267
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,162,123.717,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,752,111.017,0.0284
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,412,119.632,0.0271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,241,124.702,0.0268
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,334,127.430,0.0264
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,239,130.471,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,466,120.163,0.0275
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,482,120.699,0.0283
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,292,125.667,0.0269
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,189,130.400,0.0257
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,202,125.788,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,258,126.257,0.0266
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,239,126.219,0.0293
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,302,129.421,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,522,122.312,0.0286
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,327,131.339,0.0270
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,457,127.326,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,190,131.235,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,527,128.280,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,181,130.215,0.0260
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,318,133.682,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,222,130.501,0.0269
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,495,123.421,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",246,136.005,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,176,132.310,0.0247
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,162,137.384,0.0263
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,320,131.737,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,278,135.662,0.0265
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,371,131.673,0.0268
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,429,127.934,0.0269
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,388,134.586,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,188,135.464,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",485,129.601,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,413,132.226,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,563,128.072,0.0270
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,363,139.522,0.0274
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,225,135.455,0.0265
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,498,131.327,0.0268
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",325,135.011,0.0276
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,342,141.298,0.0271
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,407,140.123,0.0272
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,474,135.464,0.0265
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,639,134.002,0.0267
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,321,139.738,0.0269
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",293,139.994,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,196,141.273,0.0284
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,60,145.799,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,266,141.281,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,261,147.632,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,392,142.750,0.0277
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,326,138.816,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,367,138.302,0.0281
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,449,141.736,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,351,138.498,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,278,140.648,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,428,144.258,0.0280
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,608,141.811,0.0271
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",312,149.720,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,141,154.630,0.0274
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,657,134.580,0.0280
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,222,146.878,0.0283
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,300,145.000,0.0252
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,368,149.721,0.0272
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,188,146.167,0.0276
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,458,139.851,0.0275
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,219,146.805,0.0279
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,209,146.356,0.0273
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",359,146.570,0.0250
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,306,152.637,0.0263
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,231,156.347,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",245,155.289,0.0255
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,265,157.628,0.0247
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,533,149.454,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,581,143.071,0.0286
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,201,150.381,0.0269
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,575,146.099,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,495,146.575,0.0257
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,194,151.135,0.0262
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,243,149.898,0.0263
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,481,153.170,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,343,151.132,0.0290
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,364,152.527,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,452,157.297,0.0253
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,274,155.637,0.0281
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,396,150.312,0.0289
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,577,147.935,0.0288
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,219,158.462,0.0272
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,267,162.627,0.0275
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,273,159.196,0.0274
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,334,162.262,0.0264
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,318,153.936,0.0256
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,422,159.818,0.0274
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,551,149.508,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,156,160.043,0.0271
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,342,154.279,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,266,159.108,0.0276
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,239,161.331,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,652,157.862,0.0259
