Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,147,5.975,0.0227
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,188,5.971,0.0230
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,171,6.583,0.0227
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,258,5.907,0.0234
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",272,5.970,0.0236
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,277,7.497,0.0237
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,309,6.913,0.0237
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,328,4.905,0.0242
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,343,5.900,0.0240
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",352,6.913,0.0239
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,350,7.323,0.0245
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,357,7.499,0.0242
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,36,13.243,0.0249
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,380,7.498,0.0244
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,302,8.380,0.0249
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,478,6.915,0.0247
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,475,4.099,0.0246
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,480,5.101,0.0246
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,243,11.016,0.0254
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,481,7.406,0.0246
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,519,7.107,0.0248
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,339,10.406,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,516,4.593,0.0245
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,165,14.963,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",269,10.286,0.0254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,295,12.480,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,241,11.921,0.0265
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,579,7.595,0.0248
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,273,14.220,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",331,14.221,0.0267
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,246,15.805,0.0267
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,434,13.138,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,300,14.257,0.0254
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,353,12.975,0.0254
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,590,8.570,0.0262
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,401,14.830,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,273,16.321,0.0275
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,338,15.837,0.0274
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,295,16.217,0.0257
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,552,11.389,0.0258
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,377,18.343,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,374,16.026,0.0276
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,305,18.046,0.0277
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,408,15.310,0.0276
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",278,21.400,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,408,15.298,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",280,19.129,0.0257
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,291,22.540,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",314,19.446,0.0259
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,552,17.232,0.0264
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,495,17.403,0.0276
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,296,20.019,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,312,23.129,0.0261
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,213,26.418,0.0257
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,345,20.932,0.0273
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,273,21.903,0.0273
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,638,15.972,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,351,22.929,0.0258
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,369,24.435,0.0261
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,331,21.589,0.0250
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,326,25.417,0.0279
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,334,26.007,0.0273
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,282,26.674,0.0274
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,234,30.147,0.0283
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,537,24.212,0.0280
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,486,25.908,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,247,30.671,0.0283
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,310,30.969,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",344,17.433,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,551,21.697,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,368,27.182,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,471,25.426,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,581,21.680,0.0256
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,322,32.145,0.0267
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,386,28.447,0.0264
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,445,27.863,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,388,18.020,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,232,34.488,0.0274
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",332,33.602,0.0270
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,276,34.231,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,605,28.365,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,171,25.610,0.0275
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,501,28.444,0.0266
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,302,35.859,0.0264
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,211,38.269,0.0279
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,433,19.152,0.0269
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",255,35.427,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,229,38.425,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,278,22.790,0.0275
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,37,23.434,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",343,37.686,0.0280
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",386,36.348,0.0260
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,259,26.796,0.0261
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,378,36.750,0.0260
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,275,40.666,0.0260
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,402,22.324,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,267,27.384,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,358,21.806,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,324,39.849,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",312,29.740,0.0250
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",454,38.149,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,211,45.654,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",336,28.140,0.0250
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,392,25.095,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,499,38.923,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",318,25.333,0.0252
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",410,41.250,0.0283
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",342,23.581,0.0259
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,404,23.562,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,230,24.387,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,614,37.842,0.0283
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,313,46.893,0.0265
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,516,41.639,0.0284
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,327,23.622,0.0256
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,457,45.459,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,622,41.930,0.0266
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,166,40.334,0.0286
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",397,19.289,0.0256
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,472,18.496,0.0257
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,281,28.219,0.0272
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,542,31.954,0.0285
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,431,27.424,0.0271
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,293,20.317,0.0259
