Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,179,1.046,0.0255
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,191,0.799,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,223,0.784,0.0266
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,246,1.012,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,295,1.191,0.0265
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,314,0.856,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,347,0.715,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",341,0.819,0.0270
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,371,1.138,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,387,0.863,0.0266
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,389,0.931,0.0269
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,405,0.887,0.0270
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,167,7.621,0.0266
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,438,0.672,0.0266
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,416,1.122,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,439,0.701,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,460,0.798,0.0268
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,456,1.050,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,476,1.081,0.0266
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,502,0.625,0.0270
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,324,5.701,0.0263
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,502,1.122,0.0271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,330,6.809,0.0272
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,201,11.470,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,161,12.429,0.0278
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,188,12.367,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,440,5.945,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,222,11.915,0.0266
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,277,10.943,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,326,11.202,0.0263
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,391,10.114,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",416,9.352,0.0274
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,448,10.032,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",312,13.552,0.0277
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",383,12.152,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,363,12.767,0.0277
