Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,265,1.037,0.0351
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,298,1.640,0.0381
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",341,1.636,0.0333
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,227,6.354,0.0303
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,256,1.801,0.0448
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,294,1.635,0.0414
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",340,1.039,0.0381
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",227,8.426,0.0258
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,184,9.844,0.0251
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,515,0.895,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,350,1.032,0.0384
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,410,1.037,0.0329
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,313,5.359,0.0297
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,543,0.892,0.0257
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,308,0.889,0.0464
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,415,0.894,0.0345
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,192,10.543,0.0258
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",332,1.037,0.0438
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,259,8.879,0.0263
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,340,5.463,0.0307
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,291,7.317,0.0296
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,252,9.702,0.0259
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,378,1.036,0.0405
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,201,1.040,0.0782
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,167,11.390,0.0261
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,361,1.222,0.0431
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,368,8.166,0.0253
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,630,1.635,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,300,10.492,0.0273
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,283,11.622,0.0249
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",183,14.275,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,388,9.690,0.0263
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,333,11.883,0.0240
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,410,11.060,0.0229
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,282,14.507,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",326,13.464,0.0254
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,270,15.691,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,522,9.421,0.0261
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,361,13.401,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",295,14.994,0.0275
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,442,14.035,0.0216
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,299,15.499,0.0270
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,261,16.294,0.0284
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,335,14.864,0.0275
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,287,17.594,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",430,14.211,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,258,18.699,0.0272
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,328,16.813,0.0285
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,293,18.680,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",256,19.941,0.0258
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,297,18.505,0.0282
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",305,18.918,0.0277
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",235,22.066,0.0274
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,372,18.201,0.0262
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,309,22.900,0.0262
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,224,25.131,0.0262
