Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,273,35.831,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,338,30.993,0.0270
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,226,33.227,0.0269
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,414,33.369,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,154,32.131,0.0276
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,261,36.967,0.0255
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,360,28.414,0.0276
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,640,27.865,0.0281
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",323,36.084,0.0274
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",288,30.118,0.0276
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",419,35.202,0.0262
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,614,27.568,0.0274
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,306,35.970,0.0275
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,503,32.754,0.0276
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,394,30.406,0.0269
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,347,38.354,0.0280
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,497,31.809,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,402,37.266,0.0280
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,228,36.104,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,536,36.090,0.0280
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,220,44.024,0.0286
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,317,36.198,0.0265
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,406,36.859,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,229,43.480,0.0276
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,309,41.713,0.0265
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,362,42.791,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",315,36.453,0.0258
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,349,41.443,0.0266
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,170,46.145,0.0276
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,220,44.739,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",311,43.894,0.0280
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,312,42.487,0.0270
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,232,38.584,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,412,36.389,0.0268
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,204,47.865,0.0254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,205,44.763,0.0259
