Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,273,5.560,0.0322
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,263,6.558,0.0318
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,219,9.562,0.0322
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,602,0.831,0.0267
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,183,9.877,0.0408
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,331,0.971,0.0495
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,204,9.882,0.0376
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",362,5.841,0.0323
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,195,8.955,0.0458
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,532,0.646,0.0330
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,154,13.931,0.0277
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,261,11.295,0.0272
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,150,15.242,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,268,12.638,0.0250
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,326,0.879,0.0582
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,447,6.211,0.0309
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,400,8.715,0.0288
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,442,9.563,0.0243
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,308,12.489,0.0261
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,428,0.653,0.0468
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",400,6.681,0.0353
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,481,8.099,0.0265
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,542,6.682,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,286,15.439,0.0279
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,389,12.826,0.0283
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,342,14.988,0.0259
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,243,18.062,0.0259
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,372,14.650,0.0265
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,325,0.815,0.0751
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,401,14.001,0.0281
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",307,17.005,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,622,8.837,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,216,20.525,0.0267
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,265,19.456,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,346,17.164,0.0273
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,329,17.625,0.0274
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,306,19.428,0.0267
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,271,20.911,0.0276
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,453,0.913,0.0622
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,332,20.877,0.0265
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,414,19.309,0.0259
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,585,14.091,0.0274
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,253,23.851,0.0262
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,381,19.283,0.0276
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,292,23.841,0.0254
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,285,23.343,0.0263
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,660,15.986,0.0258
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,231,25.688,0.0285
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,351,22.838,0.0269
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,141,28.795,0.0257
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,190,28.459,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,555,18.401,0.0277
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",352,24.884,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,352,25.338,0.0260
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,335,25.724,0.0279
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,440,25.453,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,375,26.681,0.0258
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,427,25.696,0.0266
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,319,30.213,0.0266
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,312,29.861,0.0260
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,310,31.343,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,205,33.161,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,520,26.371,0.0262
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,343,29.146,0.0288
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,513,25.618,0.0262
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,287,32.361,0.0256
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",280,32.848,0.0254
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,427,30.552,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",319,32.377,0.0290
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,223,37.101,0.0266
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,336,36.031,0.0269
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,248,39.612,0.0269
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,435,34.594,0.0269
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,523,30.922,0.0290
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,492,34.140,0.0256
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,287,40.041,0.0260
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,566,33.592,0.0267
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,266,40.943,0.0266
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,340,39.126,0.0275
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,420,37.762,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,600,33.480,0.0272
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,358,39.058,0.0277
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,592,32.044,0.0288
