Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you explain inflation in simple terms?,480,0.558,0.0188
gemma3:4b,Can you explain inflation in simple terms?,530,0.699,0.0187
gemma3:4b,Can you explain inflation in simple terms?,530,0.659,0.0189
gemma3:4b,What's the difference between anxiety and stress?,816,0.764,0.0189
gemma3:4b,What's the difference between anxiety and stress?,811,0.911,0.0197
gemma3:4b,What's the difference between anxiety and stress?,901,0.675,0.0195
gemma3:4b,How do I write a professional follow-up email after a job in...,1032,0.526,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,1021,0.747,0.0198
gemma3:4b,What are some tips to stay focused while studying?,1036,0.751,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1145,0.864,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1058,9.652,0.0192
gemma3:4b,How do I write a professional follow-up email after a job in...,1064,10.673,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1126,10.700,0.0193
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,866,16.248,0.0196
gemma3:4b,How do I write a professional follow-up email after a job in...,1130,16.972,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,943,20.844,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,858,23.081,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1067,21.021,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1206,18.315,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1106,21.065,0.0200
gemma3:4b,What's the difference between anxiety and stress?,886,33.220,0.0192
gemma3:4b,How do I write a professional follow-up email after a job in...,1023,32.476,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1236,30.023,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1318,31.431,0.0194
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,890,42.644,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1116,40.300,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1252,39.519,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1211,39.925,0.0201
