Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,What are some tips to stay focused while studying?,990,0.821,0.0224
gemma3:4b,How can I start a simple workout routine at home with no equ...,1032,0.816,0.0215
gemma3:4b,What are some fun icebreaker questions for team meetings?,963,0.567,0.0234
gemma3:4b,What are some fun icebreaker questions for team meetings?,1036,0.463,0.0222
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,762,0.462,0.0304
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1197,0.877,0.0195
gemma3:4b,What's the difference between anxiety and stress?,934,1.846,0.0239
gemma3:4b,How can I start a simple workout routine at home with no equ...,1163,0.573,0.0204
gemma3:4b,Can you explain inflation in simple terms?,498,15.112,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1087,8.769,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1225,8.845,0.0195
gemma3:4b,Can you explain inflation in simple terms?,445,25.040,0.0191
gemma3:4b,What's the difference between anxiety and stress?,842,18.653,0.0196
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,939,20.621,0.0194
gemma3:4b,What's the difference between anxiety and stress?,842,23.190,0.0198
gemma3:4b,How do I write a professional follow-up email after a job in...,1105,19.178,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,1052,20.419,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,921,23.839,0.0198
gemma3:4b,Can you explain inflation in simple terms?,577,35.166,0.0191
gemma3:4b,How do I negotiate my salary during a job offer?,1363,19.641,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1148,32.808,0.0193
gemma3:4b,How do I negotiate my salary during a job offer?,1271,30.136,0.0199
gemma3:4b,What's the difference between anxiety and stress?,846,39.892,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1166,33.607,0.0198
gemma3:4b,What are some tips to stay focused while studying?,1028,38.868,0.0198
gemma3:4b,What's the difference between anxiety and stress?,931,41.498,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1127,42.164,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1170,41.110,0.0200
gemma3:4b,What are some fun icebreaker questions for team meetings?,1094,46.228,0.0196
gemma3:4b,Can you explain inflation in simple terms?,600,56.678,0.0197
gemma3:4b,Can you explain inflation in simple terms?,554,59.297,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,803,55.006,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1282,47.016,0.0199
gemma3:4b,Can you explain inflation in simple terms?,482,64.498,0.0198
gemma3:4b,How do I write a professional follow-up email after a job in...,1016,55.486,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1153,56.636,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,788,64.388,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,1021,60.163,0.0198
gemma3:4b,Can you explain inflation in simple terms?,470,72.581,0.0196
gemma3:4b,Can you explain inflation in simple terms?,496,74.079,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,904,68.551,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1083,67.711,0.0193
gemma3:4b,What are some fun icebreaker questions for team meetings?,1072,70.220,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1316,70.774,0.0193
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,800,81.837,0.0192
gemma3:4b,What's the difference between anxiety and stress?,926,80.003,0.0191
gemma3:4b,How do I negotiate my salary during a job offer?,1208,75.760,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1227,80.418,0.0194
gemma3:4b,What are some tips to stay focused while studying?,1043,84.033,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,993,86.332,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1388,79.388,0.0194
gemma3:4b,Can you explain inflation in simple terms?,547,96.269,0.0196
gemma3:4b,How do I write a professional follow-up email after a job in...,1016,88.617,0.0196
gemma3:4b,Can you explain inflation in simple terms?,494,98.877,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,807,97.281,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1219,91.378,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1037,97.760,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,788,106.210,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1002,103.899,0.0194
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,852,108.570,0.0196
gemma3:4b,What are some tips to stay focused while studying?,994,106.321,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,882,109.638,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1035,107.048,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1255,104.288,0.0198
gemma3:4b,What's the difference between anxiety and stress?,835,113.313,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,789,115.726,0.0198
gemma3:4b,Can you explain inflation in simple terms?,514,125.312,0.0196
gemma3:4b,How do I write a professional follow-up email after a job in...,1045,118.339,0.0197
gemma3:4b,What are some fun icebreaker questions for team meetings?,1160,121.922,0.0198
gemma3:4b,What's the difference between anxiety and stress?,800,129.880,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,847,129.166,0.0197
gemma3:4b,Can you explain inflation in simple terms?,595,134.459,0.0191
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1201,123.434,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,861,131.408,0.0198
gemma3:4b,What are some fun icebreaker questions for team meetings?,1119,126.406,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1350,126.007,0.0198
gemma3:4b,How do I negotiate my salary during a job offer?,1347,126.934,0.0198
gemma3:4b,Can you explain inflation in simple terms?,516,147.115,0.0201
gemma3:4b,Can you explain inflation in simple terms?,562,149.139,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1142,138.972,0.0198
gemma3:4b,What are some fun icebreaker questions for team meetings?,909,145.893,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1025,145.910,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1261,144.889,0.0196
gemma3:4b,How do I negotiate my salary during a job offer?,1314,145.649,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1241,148.511,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1119,151.744,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1203,152.627,0.0202
gemma3:4b,What's the difference between anxiety and stress?,903,159.296,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,1025,157.526,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,813,166.162,0.0194
gemma3:4b,How can I start a simple workout routine at home with no equ...,1008,164.030,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1282,160.652,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,962,168.641,0.0199
gemma3:4b,What's the difference between anxiety and stress?,955,170.890,0.0200
gemma3:4b,Can you explain inflation in simple terms?,474,181.973,0.0193
gemma3:4b,What are some fun icebreaker questions for team meetings?,980,173.853,0.0198
gemma3:4b,What's the difference between anxiety and stress?,851,177.915,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,817,179.273,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1186,171.852,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1307,177.007,0.0194
gemma3:4b,Can you explain inflation in simple terms?,414,194.435,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,995,184.207,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,826,187.775,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,951,186.005,0.0196
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,919,191.167,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,823,193.772,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1008,191.026,0.0199
gemma3:4b,Can you explain inflation in simple terms?,487,201.490,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,877,195.437,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,868,202.365,0.0192
gemma3:4b,How do I negotiate my salary during a job offer?,1394,193.300,0.0197
gemma3:4b,What's the difference between anxiety and stress?,832,204.673,0.0198
gemma3:4b,What are some tips to stay focused while studying?,997,204.233,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,828,209.137,0.0191
gemma3:4b,What's the difference between anxiety and stress?,795,208.890,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1142,204.085,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,818,211.150,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1233,210.143,0.0200
gemma3:4b,Can you explain inflation in simple terms?,506,225.922,0.0199
gemma3:4b,What's the difference between anxiety and stress?,839,221.220,0.0194
gemma3:4b,Can you explain inflation in simple terms?,501,228.326,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1336,212.953,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,846,224.622,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1293,219.105,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1337,220.771,0.0195
gemma3:4b,What are some fun icebreaker questions for team meetings?,1152,224.202,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1278,225.023,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,824,236.088,0.0194
gemma3:4b,What are some tips to stay focused while studying?,950,234.816,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,789,241.569,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1115,237.597,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,1025,239.807,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1208,237.361,0.0200
gemma3:4b,Can you explain inflation in simple terms?,560,252.113,0.0200
gemma3:4b,What are some fun icebreaker questions for team meetings?,1127,243.232,0.0194
gemma3:4b,What are some tips to stay focused while studying?,1133,247.431,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1086,250.019,0.0193
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1426,247.886,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1169,253.335,0.0199
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,821,263.347,0.0198
gemma3:4b,What are some tips to stay focused while studying?,1011,260.487,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1137,257.295,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1009,262.520,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1193,258.610,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1204,266.153,0.0197
gemma3:4b,What are some tips to stay focused while studying?,1013,270.055,0.0197
gemma3:4b,Can you explain inflation in simple terms?,516,281.830,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1155,270.268,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,774,280.253,0.0200
gemma3:4b,What are some tips to stay focused while studying?,924,279.694,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1120,276.629,0.0197
gemma3:4b,Can you explain inflation in simple terms?,525,289.865,0.0187
gemma3:4b,How do I write a professional follow-up email after a job in...,497,292.200,0.0251
gemma3:4b,What's the difference between anxiety and stress?,386,293.464,0.0265
gemma3:4b,How can I start a simple workout routine at home with no equ...,2,301.226,1.2672
gemma3:4b,What's the difference between anxiety and stress?,2,301.241,1.2696
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,6,301.316,0.4350
gemma3:4b,Can you explain inflation in simple terms?,9,302.422,0.2965
gemma3:4b,What are some fun icebreaker questions for team meetings?,192,296.881,0.0329
gemma3:4b,How do I negotiate my salary during a job offer?,1343,276.103,0.0217
gemma3:4b,How can I start a simple workout routine at home with no equ...,936,283.247,0.0224
gemma3:4b,How do I negotiate my salary during a job offer?,1,302.807,2.5172
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,156,297.761,0.0359
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,5,300.758,0.5173
gemma3:4b,What are some fun icebreaker questions for team meetings?,20,301.510,0.1433
gemma3:4b,How can I start a simple workout routine at home with no equ...,16,300.662,0.1743
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,10,300.803,0.2693
gemma3:4b,How do I write a professional follow-up email after a job in...,6,300.899,0.4359
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,1,301.008,2.5145
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,2,301.030,1.2623
gemma3:4b,What's the difference between anxiety and stress?,7,300.925,0.3745
gemma3:4b,What are some tips to stay focused while studying?,7,300.935,0.3757
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,3,301.031,0.8497
gemma3:4b,What are some tips to stay focused while studying?,1,301.095,2.5046
gemma3:4b,What are some fun icebreaker questions for team meetings?,1,301.105,2.5158
gemma3:4b,How do I write a professional follow-up email after a job in...,2,302.151,1.2609
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,965,281.897,0.0226
gemma3:4b,How do I write a professional follow-up email after a job in...,269,295.766,0.0294
gemma3:4b,Can you explain inflation in simple terms?,7,301.035,0.3756
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,1,302.168,2.5173
gemma3:4b,What are some tips to stay focused while studying?,3,301.144,0.8508
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1,302.237,2.5192
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,607,291.066,0.0228
gemma3:4b,Can you explain inflation in simple terms?,4,302.319,0.6416
gemma3:4b,How do I write a professional follow-up email after a job in...,8,302.263,0.3299
gemma3:4b,Can you explain inflation in simple terms?,4,301.308,0.6419
gemma3:4b,What are some tips to stay focused while studying?,8,301.266,0.3306
gemma3:4b,What's the difference between anxiety and stress?,141,298.717,0.0366
gemma3:4b,Can you explain inflation in simple terms?,10,302.257,0.2693
gemma3:4b,How do I negotiate my salary during a job offer?,1,301.413,2.5165
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,1,302.437,2.4941
gemma3:4b,What are some fun icebreaker questions for team meetings?,2,301.443,1.2614
gemma3:4b,Can you explain inflation in simple terms?,6,301.490,0.4332
gemma3:4b,Can you explain inflation in simple terms?,18,301.252,0.1583
gemma3:4b,What are some tips to stay focused while studying?,9,301.461,0.2961
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,11,301.479,0.2450
gemma3:4b,How can I start a simple workout routine at home with no equ...,10,300.522,0.2682
gemma3:4b,What are some fun icebreaker questions for team meetings?,3,300.684,0.8495
gemma3:4b,Can you explain inflation in simple terms?,13,300.522,0.2114
gemma3:4b,What's the difference between anxiety and stress?,10,300.596,0.2683
gemma3:4b,What are some fun icebreaker questions for team meetings?,5,300.712,0.5184
gemma3:4b,What are some tips to stay focused while studying?,2,300.789,1.2684
gemma3:4b,What's the difference between anxiety and stress?,30,300.293,0.1032
gemma3:4b,How can I start a simple workout routine at home with no equ...,20,302.512,0.1444
gemma3:4b,What are some fun icebreaker questions for team meetings?,3,300.874,0.8491
gemma3:4b,Can you explain inflation in simple terms?,12,301.689,0.2279
gemma3:4b,Can you explain inflation in simple terms?,5,300.843,0.5174
gemma3:4b,How can I start a simple workout routine at home with no equ...,10,301.759,0.2670
gemma3:4b,How do I write a professional follow-up email after a job in...,10,300.760,0.2673
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,2,300.912,1.2656
gemma3:4b,What's the difference between anxiety and stress?,9,301.850,0.2952
gemma3:4b,How do I negotiate my salary during a job offer?,3,301.960,0.8548
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,3,301.003,0.8475
gemma3:4b,How can I start a simple workout routine at home with no equ...,5,301.972,0.5182
gemma3:4b,What are some tips to stay focused while studying?,2,301.064,1.2613
gemma3:4b,Can you explain inflation in simple terms?,5,300.999,0.5162
gemma3:4b,What's the difference between anxiety and stress?,27,302.559,0.1118
gemma3:4b,Can you explain inflation in simple terms?,9,301.959,0.2957
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,3,302.140,0.8472
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,8,301.003,0.3318
gemma3:4b,How do I negotiate my salary during a job offer?,3,302.111,0.8513
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,7,302.129,0.3748
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,2,301.210,1.2675
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,13,302.154,0.2118
gemma3:4b,What's the difference between anxiety and stress?,3,302.365,0.8478
gemma3:4b,How do I write a professional follow-up email after a job in...,18,301.066,0.1583
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,9,301.250,0.2966
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,7,301.265,0.3772
gemma3:4b,How do I negotiate my salary during a job offer?,10,301.210,0.2693
gemma3:4b,How can I start a simple workout routine at home with no equ...,2,302.492,1.2615
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,2,301.454,1.2652
gemma3:4b,What's the difference between anxiety and stress?,18,301.187,0.1567
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,18,301.191,0.1566
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,12,301.307,0.2261
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,17,301.245,0.1658
gemma3:4b,What's the difference between anxiety and stress?,6,301.459,0.4332
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,1,301.592,2.5247
gemma3:4b,How do I negotiate my salary during a job offer?,1,301.652,2.5095
gemma3:4b,What's the difference between anxiety and stress?,5,301.604,0.5175
