Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,772,80.989,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1025,81.321,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1127,84.766,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1282,81.888,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1257,83.947,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1363,83.590,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1241,88.191,0.0192
gemma3:4b,What are some tips to stay focused while studying?,951,92.497,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1210,86.888,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1256,89.875,0.0193
gemma3:4b,Can you explain inflation in simple terms?,514,106.588,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,987,95.281,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1016,101.848,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,802,105.966,0.0198
gemma3:4b,How do I write a professional follow-up email after a job in...,1029,106.215,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,862,109.367,0.0195
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,794,113.113,0.0191
gemma3:4b,What are some fun icebreaker questions for team meetings?,1017,111.028,0.0193
gemma3:4b,How can I start a simple workout routine at home with no equ...,1094,109.877,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1241,111.303,0.0196
gemma3:4b,How do I write a professional follow-up email after a job in...,1067,113.940,0.0198
gemma3:4b,Can you explain inflation in simple terms?,497,127.325,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1070,114.703,0.0201
gemma3:4b,What's the difference between anxiety and stress?,876,119.054,0.0202
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,864,121.895,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,1037,126.230,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1198,124.650,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1103,128.699,0.0193
gemma3:4b,What's the difference between anxiety and stress?,806,134.046,0.0198
