Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you explain inflation in simple terms?,569,0.549,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,806,0.750,0.0202
gemma3:4b,What's the difference between anxiety and stress?,839,0.749,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,912,0.965,0.0188
gemma3:4b,What are some tips to stay focused while studying?,984,0.964,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,917,0.749,0.0218
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1139,0.965,0.0189
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1232,0.582,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1311,0.549,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1365,0.549,0.0194
gemma3:4b,Can you explain inflation in simple terms?,541,17.192,0.0194
gemma3:4b,How can I start a simple workout routine at home with no equ...,941,11.517,0.0196
gemma3:4b,Can you explain inflation in simple terms?,560,26.949,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,1003,18.248,0.0197
gemma3:4b,What's the difference between anxiety and stress?,883,20.481,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1080,17.004,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1216,18.662,0.0195
gemma3:4b,What are some fun icebreaker questions for team meetings?,1048,25.086,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1251,22.435,0.0198
gemma3:4b,Can you explain inflation in simple terms?,473,38.315,0.0197
gemma3:4b,What are some tips to stay focused while studying?,972,29.957,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,1152,26.967,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1273,27.707,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1029,38.534,0.0198
gemma3:4b,What's the difference between anxiety and stress?,888,42.355,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1145,38.047,0.0198
gemma3:4b,What's the difference between anxiety and stress?,799,47.212,0.0190
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,810,47.674,0.0192
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1318,38.039,0.0199
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,821,49.342,0.0198
gemma3:4b,Can you explain inflation in simple terms?,541,60.773,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1167,49.698,0.0192
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1361,46.041,0.0195
gemma3:4b,Can you explain inflation in simple terms?,545,62.470,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,809,59.800,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1264,52.651,0.0196
gemma3:4b,How do I write a professional follow-up email after a job in...,1022,58.942,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,886,63.311,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1123,64.267,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1122,65.763,0.0196
gemma3:4b,Can you explain inflation in simple terms?,503,79.258,0.0200
gemma3:4b,What are some tips to stay focused while studying?,931,71.514,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,1046,72.052,0.0190
gemma3:4b,Can you explain inflation in simple terms?,381,86.378,0.0190
gemma3:4b,What are some fun icebreaker questions for team meetings?,1116,73.090,0.0190
