Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,810,0.502,0.0208
gemma3:4b,Can you explain inflation in simple terms?,529,0.969,0.0323
gemma3:4b,What's the difference between anxiety and stress?,869,1.013,0.0199
gemma3:4b,What's the difference between anxiety and stress?,908,0.917,0.0193
gemma3:4b,How do I write a professional follow-up email after a job in...,993,1.141,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1035,0.917,0.0197
gemma3:4b,What's the difference between anxiety and stress?,807,0.583,0.0262
gemma3:4b,How do I write a professional follow-up email after a job in...,1079,0.779,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1267,0.781,0.0195
gemma3:4b,How do I negotiate my salary during a job offer?,1377,0.912,0.0195
gemma3:4b,What are some tips to stay focused while studying?,1018,11.046,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,868,17.750,0.0197
gemma3:4b,What are some tips to stay focused while studying?,993,16.110,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1051,16.436,0.0197
gemma3:4b,Can you explain inflation in simple terms?,510,27.760,0.0197
gemma3:4b,What's the difference between anxiety and stress?,941,21.923,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1151,18.422,0.0198
gemma3:4b,How do I write a professional follow-up email after a job in...,1087,21.357,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1166,20.422,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1044,25.539,0.0194
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,811,31.166,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,758,37.211,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,911,35.733,0.0194
gemma3:4b,Can you explain inflation in simple terms?,538,43.227,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1072,34.966,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,833,41.265,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,765,43.884,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1080,37.926,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,997,40.735,0.0200
gemma3:4b,Can you explain inflation in simple terms?,535,53.419,0.0195
gemma3:4b,Can you explain inflation in simple terms?,559,57.526,0.0197
gemma3:4b,What's the difference between anxiety and stress?,845,52.289,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,1154,47.200,0.0196
gemma3:4b,What's the difference between anxiety and stress?,859,55.940,0.0195
gemma3:4b,How do I negotiate my salary during a job offer?,1414,45.839,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1048,53.990,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,893,59.142,0.0199
gemma3:4b,What are some tips to stay focused while studying?,1043,59.142,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1095,60.485,0.0198
gemma3:4b,Can you explain inflation in simple terms?,517,73.329,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,866,69.045,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1235,63.693,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,815,72.718,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,834,74.811,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1247,68.551,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,971,76.915,0.0194
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,880,79.539,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1370,69.800,0.0199
gemma3:4b,Can you explain inflation in simple terms?,399,91.101,0.0196
gemma3:4b,What's the difference between anxiety and stress?,855,83.546,0.0198
gemma3:4b,What's the difference between anxiety and stress?,914,86.353,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1287,82.250,0.0197
gemma3:4b,What are some tips to stay focused while studying?,1000,88.883,0.0198
gemma3:4b,What's the difference between anxiety and stress?,788,93.352,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,1179,87.995,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,804,97.064,0.0195
gemma3:4b,What's the difference between anxiety and stress?,904,95.918,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1068,98.943,0.0195
gemma3:4b,How do I negotiate my salary during a job offer?,1238,95.824,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1100,100.503,0.0196
