Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748203287,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748203288,100,POST,/api/generate,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,780.0,794.9239114968805,502.3814170854166,969.3081659497693,0.0
1748203288,100,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,780.0,794.9239114968805,502.3814170854166,969.3081659497693,0.0
1748203289,200,POST,/api/generate,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203289,200,,Aggregated,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203290,300,POST,/api/generate,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203290,300,,Aggregated,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203291,400,POST,/api/generate,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203291,400,,Aggregated,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203292,500,POST,/api/generate,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203292,500,,Aggregated,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203293,600,POST,/api/generate,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
1748203293,600,,Aggregated,0.000000,0.000000,970,970,1000,1000,1100,1100,1100,1100,1100,1100,1100,10,0,910.0,851.346399995964,502.3814170854166,1141.1702079931274,0.0
