Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,818,0.888,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,836,0.892,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,874,0.808,0.0195
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,860,0.855,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,1075,0.729,0.0193
gemma3:4b,How can I start a simple workout routine at home with no equ...,1125,0.842,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1184,0.950,0.0195
gemma3:4b,How do I write a professional follow-up email after a job in...,1258,0.810,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1278,0.974,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1294,0.811,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,935,16.841,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1138,17.583,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,966,21.499,0.0198
gemma3:4b,What are some tips to stay focused while studying?,997,23.029,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1302,17.887,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1314,17.995,0.0198
gemma3:4b,What are some tips to stay focused while studying?,911,26.388,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1047,24.111,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,1016,25.246,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,850,35.635,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1318,26.228,0.0202
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,919,40.698,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,862,43.006,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,868,45.168,0.0195
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,983,45.407,0.0198
gemma3:4b,What are some tips to stay focused while studying?,1075,44.006,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1263,40.212,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1116,44.075,0.0198
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,773,52.814,0.0208
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1167,44.726,0.0213
gemma3:4b,Can you explain inflation in simple terms?,513,65.178,0.0187
gemma3:4b,Can you explain inflation in simple terms?,505,64.962,0.0196
gemma3:4b,How do I negotiate my salary during a job offer?,1278,52.600,0.0199
gemma3:4b,What are some tips to stay focused while studying?,1003,58.973,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1249,60.135,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,925,68.365,0.0195
gemma3:4b,How do I write a professional follow-up email after a job in...,1107,65.103,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1347,62.106,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1137,68.473,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,817,74.909,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,1361,66.148,0.0191
gemma3:4b,What are some fun icebreaker questions for team meetings?,1137,74.835,0.0194
gemma3:4b,How do I write a professional follow-up email after a job in...,1161,78.121,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1271,78.767,0.0198
gemma3:4b,How do I write a professional follow-up email after a job in...,1014,86.455,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1269,85.250,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1186,87.312,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1017,90.745,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1119,89.115,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1221,92.237,0.0195
gemma3:4b,How do I negotiate my salary during a job offer?,1355,91.060,0.0198
gemma3:4b,What are some tips to stay focused while studying?,952,101.453,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1372,96.958,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1186,103.972,0.0199
gemma3:4b,What's the difference between anxiety and stress?,861,110.725,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1065,106.834,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1030,111.147,0.0200
