Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,169,3.546,0.0289
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",240,3.535,0.0270
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,228,3.612,0.0287
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,287,3.633,0.0243
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,261,3.620,0.0288
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,309,3.605,0.0266
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,358,3.603,0.0246
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,351,3.592,0.0266
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,382,3.609,0.0248
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,482,3.541,0.0252
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,462,3.611,0.0288
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,503,3.628,0.0267
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,312,8.485,0.0287
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",225,13.144,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,282,11.211,0.0282
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",339,10.670,0.0265
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,374,10.253,0.0281
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,420,11.918,0.0273
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,127,20.856,0.0264
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,455,12.513,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,551,10.076,0.0272
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,287,17.510,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,337,17.131,0.0279
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,436,15.750,0.0266
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,528,13.028,0.0277
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,337,19.230,0.0265
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,287,23.463,0.0282
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,488,19.250,0.0266
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,267,25.150,0.0280
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,243,26.612,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,330,25.264,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,639,16.994,0.0268
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,368,24.757,0.0266
