Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,277,2.530,0.0273
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,285,2.525,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,304,3.520,0.0276
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,372,3.461,0.0275
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,414,2.461,0.0250
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,202,6.884,0.0273
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,475,2.524,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,270,8.603,0.0262
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,283,9.010,0.0261
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,514,2.517,0.0254
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,523,3.519,0.0272
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,568,3.528,0.0256
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,275,9.180,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,297,9.406,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,370,10.970,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,336,10.749,0.0262
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,317,12.892,0.0276
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,280,15.805,0.0271
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,267,18.181,0.0278
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,428,11.475,0.0262
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,312,16.454,0.0262
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,191,20.719,0.0277
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,222,18.613,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,298,19.981,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,472,15.648,0.0265
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,556,14.486,0.0272
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,550,15.660,0.0279
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,645,14.579,0.0279
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,671,15.755,0.0274
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,336,23.686,0.0281
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,255,23.627,0.0271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,350,26.093,0.0283
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,454,21.785,0.0272
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,404,19.704,0.0272
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",314,27.112,0.0283
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,288,26.237,0.0273
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,493,23.490,0.0279
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,276,29.081,0.0286
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,314,31.198,0.0285
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,358,30.677,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,204,33.172,0.0264
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,496,28.692,0.0286
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",288,30.205,0.0266
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,242,35.323,0.0285
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",315,34.098,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,283,36.085,0.0283
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,429,30.631,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,180,35.522,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,513,31.200,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,206,38.200,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,356,39.238,0.0268
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,536,36.049,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,309,41.429,0.0271
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,341,43.180,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,665,30.785,0.0271
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,447,38.647,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,432,41.945,0.0260
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,311,41.035,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,475,39.950,0.0278
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,190,46.270,0.0274
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,520,42.299,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,342,43.830,0.0289
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,591,43.328,0.0274
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",271,49.989,0.0280
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,279,47.903,0.0280
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,273,52.242,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,551,44.870,0.0267
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,196,55.791,0.0253
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,471,45.896,0.0276
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",310,53.570,0.0276
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,492,51.061,0.0272
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,431,48.614,0.0276
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,243,57.808,0.0254
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,518,52.246,0.0274
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,438,54.945,0.0276
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,222,61.230,0.0252
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,175,61.519,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,396,57.650,0.0256
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,237,51.570,0.0249
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,344,59.678,0.0257
