Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,232,3.623,0.0248
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,243,3.620,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,252,3.626,0.0254
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,263,3.627,0.0244
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",322,3.625,0.0257
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,137,9.552,0.0235
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,417,3.627,0.0257
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,459,3.623,0.0259
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,36,14.566,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,191,11.970,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,536,3.628,0.0255
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",298,9.823,0.0262
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,623,3.623,0.0260
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,373,10.219,0.0264
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,630,3.626,0.0261
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,649,3.627,0.0263
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,654,3.621,0.0266
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,244,14.420,0.0281
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,415,10.214,0.0270
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,297,17.406,0.0286
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,224,19.884,0.0286
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,403,17.182,0.0290
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,410,17.702,0.0283
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,308,20.758,0.0283
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,337,20.144,0.0284
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,314,21.533,0.0286
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,416,20.125,0.0284
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,406,21.101,0.0293
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,218,28.967,0.0292
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,333,24.964,0.0290
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,535,21.378,0.0293
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,349,29.782,0.0267
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,818,16.620,0.0293
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,430,29.579,0.0268
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",364,32.035,0.0263
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,406,30.622,0.0304
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,271,35.453,0.0299
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,548,29.388,0.0269
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,296,35.738,0.0315
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,275,37.140,0.0301
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,486,32.088,0.0300
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,240,41.165,0.0273
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,283,40.676,0.0294
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1265,12.865,0.0300
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,796,25.361,0.0312
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,474,39.186,0.0273
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,287,43.070,0.0341
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,302,45.513,0.0266
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,445,41.714,0.0275
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,396,43.649,0.0272
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,280,45.148,0.0344
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,288,46.724,0.0256
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,479,44.223,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,189,51.352,0.0314
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,210,52.231,0.0268
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,363,49.022,0.0260
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,185,54.497,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",439,47.800,0.0271
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,288,52.940,0.0292
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,360,52.624,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",236,57.561,0.0264
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,365,55.203,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,278,57.368,0.0271
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,474,53.026,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,489,54.885,0.0274
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,329,59.791,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",287,60.429,0.0269
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",379,58.466,0.0264
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,469,57.351,0.0267
