Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,433,3.749,0.0249
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,489,3.745,0.0247
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,480,3.746,0.0255
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,526,3.745,0.0253
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",295,10.964,0.0266
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,591,3.742,0.0256
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,609,3.743,0.0254
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,309,12.459,0.0271
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,261,14.108,0.0278
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",305,11.992,0.0274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,498,8.417,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",267,14.645,0.0274
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,564,10.003,0.0272
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",347,15.901,0.0280
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,394,17.160,0.0282
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,286,19.925,0.0277
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,488,15.039,0.0277
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,277,22.048,0.0277
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,331,21.755,0.0277
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,344,21.443,0.0277
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,418,19.295,0.0281
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,440,18.978,0.0277
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,468,21.377,0.0280
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,333,25.701,0.0281
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",248,29.799,0.0264
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,633,18.919,0.0282
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,362,28.399,0.0262
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,349,28.946,0.0275
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,274,31.079,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,295,29.982,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,542,25.439,0.0269
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,378,29.646,0.0273
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,37,38.159,0.0258
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,185,35.139,0.0284
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,222,34.584,0.0285
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,392,31.117,0.0285
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,423,31.229,0.0269
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,206,37.963,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,194,38.630,0.0263
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,337,36.447,0.0273
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,238,40.067,0.0272
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,368,36.841,0.0270
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,232,40.984,0.0259
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,213,42.691,0.0263
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,373,40.209,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",331,41.361,0.0255
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,391,43.672,0.0255
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,319,45.706,0.0250
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,573,38.634,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,421,43.802,0.0269
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,566,40.473,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",335,45.830,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,298,48.366,0.0252
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,647,40.074,0.0270
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,449,46.105,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,186,52.958,0.0284
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,509,46.611,0.0255
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,335,52.773,0.0264
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,296,55.196,0.0286
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,481,50.085,0.0282
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,319,55.457,0.0279
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,199,58.312,0.0277
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,527,49.850,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,317,59.244,0.0274
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,453,54.771,0.0276
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,590,52.702,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,249,63.745,0.0256
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,257,63.739,0.0257
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,496,57.597,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,227,65.510,0.0265
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,454,58.673,0.0273
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,301,64.925,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,376,61.704,0.0274
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,638,54.929,0.0272
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,333,67.028,0.0266
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,250,70.194,0.0271
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,490,64.439,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,352,68.377,0.0267
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,253,71.610,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,243,71.888,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,322,71.114,0.0271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,251,72.175,0.0276
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",410,69.605,0.0280
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,250,76.964,0.0273
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",518,70.419,0.0272
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,233,77.440,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,291,76.602,0.0268
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,321,76.838,0.0266
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,416,77.062,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,583,71.140,0.0282
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,321,79.192,0.0283
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",377,78.929,0.0274
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,435,78.579,0.0274
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,296,83.780,0.0253
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,295,83.597,0.0272
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,320,84.509,0.0253
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,720,73.364,0.0283
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",411,82.833,0.0254
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,123,90.555,0.0255
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,477,81.177,0.0284
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",377,87.526,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",342,89.308,0.0260
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,323,91.335,0.0263
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,325,93.681,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,617,85.441,0.0261
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,480,88.669,0.0291
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,341,93.769,0.0260
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,396,92.763,0.0295
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",282,97.469,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,572,88.358,0.0292
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,450,94.379,0.0272
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,544,91.688,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",283,99.916,0.0280
