Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,182,3.699,0.0231
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,213,3.710,0.0251
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,265,3.586,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,345,3.703,0.0242
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,323,3.706,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",382,3.703,0.0254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,408,3.705,0.0246
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,400,3.579,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,439,3.588,0.0257
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,519,3.582,0.0253
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,341,7.991,0.0262
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,566,3.702,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,373,9.139,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",590,3.705,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",249,12.411,0.0273
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,392,10.775,0.0275
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,281,14.450,0.0278
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,219,16.801,0.0276
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",428,12.123,0.0274
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,411,13.472,0.0277
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,213,19.152,0.0281
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,419,13.802,0.0276
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,298,19.079,0.0282
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,415,17.024,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,445,19.293,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,388,21.668,0.0256
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,644,14.937,0.0281
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",357,23.941,0.0267
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,580,19.054,0.0264
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,278,27.568,0.0283
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",409,25.454,0.0266
