Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,462,169.110,0.0269
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,459,169.571,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,566,160.991,0.0260
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,323,173.918,0.0282
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,434,170.783,0.0282
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,341,168.097,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,543,170.694,0.0283
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,381,176.252,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,246,180.605,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,208,181.973,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,374,177.827,0.0268
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,663,163.845,0.0266
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,36,180.581,0.0278
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,542,175.711,0.0280
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,565,169.252,0.0276
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,375,174.765,0.0283
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,337,186.291,0.0254
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,342,187.057,0.0253
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,441,176.238,0.0284
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,480,182.113,0.0278
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,419,186.642,0.0256
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,335,181.676,0.0277
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,237,184.603,0.0272
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,544,186.114,0.0260
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,547,184.133,0.0278
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,341,189.988,0.0279
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,199,187.856,0.0251
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,735,183.114,0.0282
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,233,189.123,0.0255
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,346,193.925,0.0271
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,293,194.555,0.0288
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,225,197.763,0.0274
