Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,281,35.312,0.0282
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,437,33.800,0.0278
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,496,33.669,0.0278
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,182,41.519,0.0285
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,287,40.001,0.0279
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,644,27.082,0.0283
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,382,39.200,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",235,39.611,0.0266
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,193,41.934,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,334,40.635,0.0285
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,285,42.854,0.0266
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,229,42.741,0.0286
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,262,45.476,0.0266
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,411,42.440,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,247,45.943,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,286,47.375,0.0286
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,586,41.124,0.0267
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,283,49.519,0.0268
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,310,50.175,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,512,40.389,0.0284
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,447,44.017,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,562,45.054,0.0269
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,235,55.656,0.0274
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,173,55.265,0.0275
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,274,55.483,0.0278
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,240,55.110,0.0278
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,350,55.868,0.0273
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,364,54.659,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,518,49.363,0.0275
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,690,46.208,0.0279
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,471,56.474,0.0279
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,214,59.175,0.0254
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,414,54.064,0.0273
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,242,60.116,0.0278
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,514,56.211,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,413,58.263,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",318,61.425,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,593,58.576,0.0280
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,205,68.685,0.0280
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,326,64.559,0.0291
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,192,69.944,0.0281
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",311,65.707,0.0292
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,394,64.889,0.0281
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,297,63.444,0.0281
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,361,67.521,0.0280
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,399,64.701,0.0270
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,333,70.004,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,306,74.256,0.0257
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,255,69.851,0.0255
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,281,69.112,0.0259
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,358,69.111,0.0265
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",338,73.520,0.0256
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,399,69.930,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",359,71.429,0.0254
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,253,74.555,0.0257
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,167,78.199,0.0259
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,233,74.434,0.0258
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",350,75.051,0.0259
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,238,82.264,0.0264
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,540,72.026,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,437,70.702,0.0259
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,38,84.638,0.0275
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,257,83.650,0.0270
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,345,77.686,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,404,74.435,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,267,85.611,0.0275
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",311,81.152,0.0260
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,632,71.872,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",426,79.526,0.0260
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,231,85.067,0.0278
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,232,81.097,0.0280
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,197,85.785,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,229,85.763,0.0278
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,230,89.036,0.0266
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,431,83.202,0.0261
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,255,87.303,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,179,91.224,0.0254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,283,88.698,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",252,86.865,0.0284
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,596,79.509,0.0282
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",355,90.577,0.0263
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,451,84.196,0.0286
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,539,86.665,0.0271
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,239,93.518,0.0263
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,270,94.064,0.0264
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,428,89.936,0.0264
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,297,94.225,0.0271
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,515,85.656,0.0282
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,296,95.864,0.0275
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,145,98.888,0.0263
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,314,96.211,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",278,93.933,0.0276
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,257,100.282,0.0253
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,323,96.247,0.0269
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,365,100.289,0.0253
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,244,103.594,0.0248
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,283,103.083,0.0277
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,430,99.267,0.0278
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",340,98.272,0.0272
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,482,95.411,0.0273
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,270,100.689,0.0271
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,381,102.793,0.0252
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,590,99.015,0.0279
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,303,106.480,0.0256
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,201,107.623,0.0258
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,174,111.480,0.0257
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,282,108.710,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,386,104.022,0.0264
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,640,101.340,0.0280
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",337,107.623,0.0259
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,335,110.016,0.0282
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,239,113.464,0.0260
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,239,113.546,0.0286
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,421,110.310,0.0284
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,248,115.042,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,188,115.446,0.0265
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,284,113.503,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",342,117.338,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,274,118.324,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,254,118.995,0.0261
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,633,108.084,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,220,121.599,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,448,118.554,0.0262
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,238,120.872,0.0282
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,177,124.862,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",454,119.498,0.0258
