Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,807,3.506,0.0191
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,836,3.735,0.0205
gemma3:4b,What's the difference between anxiety and stress?,863,3.501,0.0204
gemma3:4b,How can I start a simple workout routine at home with no equ...,1060,3.511,0.0193
gemma3:4b,How do I write a professional follow-up email after a job in...,1114,3.542,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1158,3.506,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,869,21.193,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1050,19.002,0.0197
gemma3:4b,What's the difference between anxiety and stress?,833,26.018,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,883,26.850,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1236,20.895,0.0202
gemma3:4b,How do I negotiate my salary during a job offer?,1260,24.001,0.0196
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,812,39.688,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,815,42.830,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1054,38.823,0.0202
gemma3:4b,What's the difference between anxiety and stress?,847,45.930,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1155,44.668,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,847,55.601,0.0192
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1196,48.735,0.0193
gemma3:4b,What are some tips to stay focused while studying?,978,60.130,0.0198
gemma3:4b,What are some fun icebreaker questions for team meetings?,1078,59.181,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,902,63.043,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,809,67.907,0.0200
gemma3:4b,What's the difference between anxiety and stress?,865,71.897,0.0189
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1242,71.854,0.0191
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,846,80.933,0.0197
gemma3:4b,What are some fun icebreaker questions for team meetings?,987,79.551,0.0198
gemma3:4b,Can you explain inflation in simple terms?,616,88.288,0.0196
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,847,84.146,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1239,80.876,0.0200
gemma3:4b,Can you explain inflation in simple terms?,535,99.126,0.0201
gemma3:4b,What's the difference between anxiety and stress?,813,95.672,0.0191
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,897,101.036,0.0202
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1068,99.432,0.0191
gemma3:4b,How can I start a simple workout routine at home with no equ...,909,105.648,0.0202
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1372,96.679,0.0201
gemma3:4b,What's the difference between anxiety and stress?,802,109.936,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,814,111.271,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,852,120.935,0.0193
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,764,125.334,0.0198
gemma3:4b,What's the difference between anxiety and stress?,781,127.201,0.0191
gemma3:4b,How do I write a professional follow-up email after a job in...,1203,119.241,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1111,123.029,0.0202
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1219,126.127,0.0199
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,820,141.143,0.0190
gemma3:4b,How can I start a simple workout routine at home with no equ...,989,140.514,0.0202
gemma3:4b,What are some tips to stay focused while studying?,985,142.492,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1505,137.385,0.0192
gemma3:4b,How can I start a simple workout routine at home with no equ...,1069,150.484,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1219,156.805,0.0196
