Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,How can I start a simple workout routine at home with no equ...,971,3.627,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1126,3.519,0.0194
gemma3:4b,How do I write a professional follow-up email after a job in...,1114,3.620,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1130,3.520,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1350,3.521,0.0194
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1145,13.013,0.0201
gemma3:4b,What's the difference between anxiety and stress?,852,25.944,0.0202
gemma3:4b,What's the difference between anxiety and stress?,869,26.236,0.0202
gemma3:4b,What are some tips to stay focused while studying?,994,25.386,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1214,23.092,0.0202
gemma3:4b,How can I start a simple workout routine at home with no equ...,1116,29.809,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1003,36.062,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,743,43.177,0.0202
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,979,45.020,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1066,43.799,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,757,50.793,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1025,47.648,0.0200
gemma3:4b,Can you explain inflation in simple terms?,537,65.384,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1124,56.349,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,775,65.603,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1199,58.241,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1182,64.203,0.0195
gemma3:4b,What are some fun icebreaker questions for team meetings?,984,68.211,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,809,78.878,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1151,75.195,0.0201
gemma3:4b,What's the difference between anxiety and stress?,917,81.761,0.0196
