Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,How do I negotiate my salary during a job offer?,1316,26.295,0.0201
gemma3:4b,What's the difference between anxiety and stress?,910,36.107,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1274,33.380,0.0200
gemma3:4b,What are some tips to stay focused while studying?,996,39.267,0.0202
gemma3:4b,What are some tips to stay focused while studying?,1102,36.751,0.0198
gemma3:4b,Can you explain inflation in simple terms?,449,52.157,0.0199
gemma3:4b,What's the difference between anxiety and stress?,794,52.724,0.0200
gemma3:4b,Can you explain inflation in simple terms?,530,58.648,0.0194
gemma3:4b,Can you explain inflation in simple terms?,546,58.381,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1238,47.193,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,916,61.163,0.0193
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1220,58.852,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,825,66.618,0.0196
gemma3:4b,What's the difference between anxiety and stress?,858,69.242,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,896,68.883,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,935,72.103,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,780,77.873,0.0197
gemma3:4b,What's the difference between anxiety and stress?,826,82.861,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,838,86.533,0.0198
gemma3:4b,How do I negotiate my salary during a job offer?,1250,81.403,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,1139,85.131,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,927,93.312,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1279,89.882,0.0202
gemma3:4b,What are some tips to stay focused while studying?,996,99.389,0.0201
gemma3:4b,What's the difference between anxiety and stress?,888,102.188,0.0199
gemma3:4b,What's the difference between anxiety and stress?,875,106.970,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1064,105.539,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,838,114.732,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1000,110.808,0.0199
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,762,118.470,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1008,118.922,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,865,124.603,0.0199
gemma3:4b,What are some tips to stay focused while studying?,998,127.099,0.0198
gemma3:4b,What are some tips to stay focused while studying?,995,129.712,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,854,133.755,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,1016,130.604,0.0199
gemma3:4b,Can you explain inflation in simple terms?,579,145.930,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,801,141.834,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,980,137.995,0.0202
gemma3:4b,Can you explain inflation in simple terms?,441,156.858,0.0200
gemma3:4b,What's the difference between anxiety and stress?,842,149.766,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1048,149.653,0.0201
gemma3:4b,What's the difference between anxiety and stress?,876,155.657,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1066,157.613,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1336,159.413,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1092,166.629,0.0200
gemma3:4b,What are some tips to stay focused while studying?,900,169.687,0.0198
gemma3:4b,Can you explain inflation in simple terms?,530,177.905,0.0199
gemma3:4b,What's the difference between anxiety and stress?,784,172.102,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1285,165.720,0.0200
gemma3:4b,Can you explain inflation in simple terms?,524,191.454,0.0202
gemma3:4b,What's the difference between anxiety and stress?,855,188.502,0.0202
gemma3:4b,How can I start a simple workout routine at home with no equ...,953,186.024,0.0200
gemma3:4b,What are some fun icebreaker questions for team meetings?,1133,187.550,0.0194
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1132,188.490,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1386,187.828,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,798,205.099,0.0204
gemma3:4b,What's the difference between anxiety and stress?,881,204.780,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1141,201.094,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,828,210.554,0.0195
gemma3:4b,How do I write a professional follow-up email after a job in...,997,209.643,0.0196
gemma3:4b,Can you explain inflation in simple terms?,517,223.068,0.0201
gemma3:4b,What's the difference between anxiety and stress?,818,225.775,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1049,217.421,0.0200
gemma3:4b,What are some fun icebreaker questions for team meetings?,1041,222.527,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1401,214.813,0.0201
gemma3:4b,Can you explain inflation in simple terms?,558,233.475,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1309,228.236,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,921,240.133,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,926,242.495,0.0196
gemma3:4b,What's the difference between anxiety and stress?,909,241.975,0.0205
gemma3:4b,How can I start a simple workout routine at home with no equ...,1119,243.763,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1280,239.443,0.0205
gemma3:4b,Can you explain inflation in simple terms?,448,264.881,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1010,257.715,0.0202
gemma3:4b,How do I negotiate my salary during a job offer?,1345,252.444,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1021,261.654,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,920,266.704,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,813,274.943,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1006,273.317,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,968,282.265,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,384,295.606,0.0265
gemma3:4b,What are some fun icebreaker questions for team meetings?,859,286.245,0.0228
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1145,279.324,0.0222
gemma3:4b,How can I start a simple workout routine at home with no equ...,85,299.568,0.0497
gemma3:4b,What are some fun icebreaker questions for team meetings?,600,288.286,0.0242
gemma3:4b,How do I negotiate my salary during a job offer?,47,299.401,0.0718
gemma3:4b,How do I write a professional follow-up email after a job in...,44,299.459,0.0754
gemma3:4b,How do I write a professional follow-up email after a job in...,46,299.415,0.0732
gemma3:4b,How do I negotiate my salary during a job offer?,1,300.306,2.4999
gemma3:4b,What's the difference between anxiety and stress?,47,299.426,0.0721
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,48,299.359,0.0721
