Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you explain inflation in simple terms?,547,3.585,0.0191
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,821,3.674,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1055,3.673,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1091,3.590,0.0196
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1203,3.594,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1268,3.666,0.0200
gemma3:4b,What's the difference between anxiety and stress?,788,14.080,0.0198
gemma3:4b,Can you explain inflation in simple terms?,502,19.659,0.0201
gemma3:4b,What's the difference between anxiety and stress?,874,25.033,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1066,24.184,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,978,29.702,0.0196
gemma3:4b,What are some tips to stay focused while studying?,1035,29.039,0.0201
gemma3:4b,How do I negotiate my salary during a job offer?,1235,27.660,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1143,29.809,0.0199
gemma3:4b,Can you explain inflation in simple terms?,508,49.819,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1014,42.496,0.0201
gemma3:4b,What's the difference between anxiety and stress?,809,48.930,0.0194
gemma3:4b,How can I start a simple workout routine at home with no equ...,1126,45.177,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,758,60.081,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1334,52.456,0.0200
gemma3:4b,What's the difference between anxiety and stress?,848,62.892,0.0200
gemma3:4b,How do I negotiate my salary during a job offer?,1377,52.629,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,829,64.687,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1119,67.229,0.0199
gemma3:4b,Can you explain inflation in simple terms?,687,79.243,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1177,75.241,0.0202
gemma3:4b,How can I start a simple workout routine at home with no equ...,1013,81.227,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1109,80.266,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1306,79.906,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1000,89.533,0.0198
gemma3:4b,Can you explain inflation in simple terms?,552,99.038,0.0200
gemma3:4b,Can you explain inflation in simple terms?,573,101.423,0.0197
gemma3:4b,What are some fun icebreaker questions for team meetings?,1051,93.153,0.0202
gemma3:4b,What's the difference between anxiety and stress?,841,110.140,0.0202
gemma3:4b,How do I negotiate my salary during a job offer?,1237,102.753,0.0201
gemma3:4b,How do I write a professional follow-up email after a job in...,1382,106.369,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1155,112.788,0.0196
gemma3:4b,How do I negotiate my salary during a job offer?,1344,109.400,0.0196
gemma3:4b,How do I negotiate my salary during a job offer?,1242,114.376,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,862,127.171,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1103,127.692,0.0202
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,780,135.826,0.0195
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,829,135.465,0.0195
gemma3:4b,How do I write a professional follow-up email after a job in...,1074,134.331,0.0201
gemma3:4b,What's the difference between anxiety and stress?,874,139.381,0.0199
gemma3:4b,Can you explain inflation in simple terms?,544,156.819,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,838,151.699,0.0199
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1248,144.587,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,972,151.089,0.0199
gemma3:4b,How do I write a professional follow-up email after a job in...,1191,150.003,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1094,155.897,0.0200
gemma3:4b,What are some tips to stay focused while studying?,953,167.754,0.0202
gemma3:4b,What are some tips to stay focused while studying?,1035,168.396,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,872,173.813,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1096,169.490,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1070,170.488,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,847,177.833,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,943,187.034,0.0201
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,859,189.196,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,841,191.295,0.0197
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,910,191.598,0.0201
gemma3:4b,What are some tips to stay focused while studying?,970,194.743,0.0246
gemma3:4b,What are some fun icebreaker questions for team meetings?,1013,191.957,0.0266
gemma3:4b,What's the difference between anxiety and stress?,818,206.024,0.0201
gemma3:4b,What are some tips to stay focused while studying?,985,207.918,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1067,206.420,0.0200
gemma3:4b,What's the difference between anxiety and stress?,876,212.307,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1011,209.946,0.0201
gemma3:4b,How can I start a simple workout routine at home with no equ...,923,214.051,0.0200
gemma3:4b,Can you explain inflation in simple terms?,454,229.875,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,852,222.510,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,712,265.903,0.0199
gemma3:4b,Can you explain inflation in simple terms?,573,289.720,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,931,283.622,0.0199
gemma3:4b,What's the difference between anxiety and stress?,881,285.810,0.0229
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,749,288.589,0.0234
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,3,303.611,0.8538
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,431,295.244,0.0255
gemma3:4b,What's the difference between anxiety and stress?,844,269.636,0.0193
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,819,267.611,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,1043,279.042,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,1054,268.093,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1211,266.763,0.0201
gemma3:4b,What are some tips to stay focused while studying?,918,262.260,0.0195
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,923,267.481,0.0203
gemma3:4b,How do I negotiate my salary during a job offer?,617,287.813,0.0241
gemma3:4b,What are some fun icebreaker questions for team meetings?,1051,247.103,0.0195
gemma3:4b,What's the difference between anxiety and stress?,895,268.759,0.0203
gemma3:4b,What are some fun icebreaker questions for team meetings?,1019,276.501,0.0201
gemma3:4b,What are some tips to stay focused while studying?,1060,247.678,0.0200
gemma3:4b,How do I write a professional follow-up email after a job in...,1117,271.121,0.0202
gemma3:4b,What are some tips to stay focused while studying?,980,257.460,0.0202
