Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,835,178.562,0.0197
gemma3:4b,What's the difference between anxiety and stress?,818,180.024,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,896,180.865,0.0197
gemma3:4b,Can you explain inflation in simple terms?,530,194.086,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,904,188.887,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1353,183.538,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,829,195.227,0.0197
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,960,196.522,0.0192
gemma3:4b,Can you explain inflation in simple terms?,596,205.488,0.0193
gemma3:4b,What's the difference between anxiety and stress?,785,210.765,0.0202
gemma3:4b,Can you explain inflation in simple terms?,538,214.973,0.0189
gemma3:4b,How do I write a professional follow-up email after a job in...,1107,204.829,0.0203
gemma3:4b,What are some fun icebreaker questions for team meetings?,1068,204.568,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1116,210.641,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1211,217.026,0.0191
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,806,224.208,0.0193
gemma3:4b,What's the difference between anxiety and stress?,820,222.930,0.0201
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,967,225.713,0.0202
gemma3:4b,How do I write a professional follow-up email after a job in...,1055,226.284,0.0201
gemma3:4b,Can you explain inflation in simple terms?,586,237.829,0.0188
gemma3:4b,What are some tips to stay focused while studying?,969,240.236,0.0190
gemma3:4b,How do I write a professional follow-up email after a job in...,1302,232.148,0.0200
gemma3:4b,Can you explain inflation in simple terms?,539,249.891,0.0193
gemma3:4b,What are some tips to stay focused while studying?,994,241.510,0.0201
gemma3:4b,What are some fun icebreaker questions for team meetings?,1042,246.578,0.0202
gemma3:4b,Can you explain inflation in simple terms?,520,255.700,0.0189
gemma3:4b,How do I write a professional follow-up email after a job in...,1312,245.254,0.0202
gemma3:4b,Can you explain inflation in simple terms?,465,260.349,0.0186
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,817,258.512,0.0198
gemma3:4b,How can I start a simple workout routine at home with no equ...,941,256.255,0.0199
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,894,267.566,0.0189
gemma3:4b,Can you explain inflation in simple terms?,482,278.035,0.0200
gemma3:4b,What are some tips to stay focused while studying?,1013,266.786,0.0202
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1243,267.655,0.0202
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1213,268.076,0.0191
