Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,How do I write a professional follow-up email after a job in...,589,154.748,0.0334
llama3:8b,How do I write a professional follow-up email after a job in...,522,162.820,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,698,158.291,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,453,160.854,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,521,167.640,0.0321
llama3:8b,What are some tips to stay focused while studying?,545,166.841,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,558,165.879,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,541,168.481,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,602,166.773,0.0324
llama3:8b,Can you explain inflation in simple terms?,424,171.803,0.0327
llama3:8b,What's the difference between anxiety and stress?,503,173.261,0.0327
llama3:8b,What are some tips to stay focused while studying?,505,174.105,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,859,161.730,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,704,169.292,0.0325
llama3:8b,What's the difference between anxiety and stress?,436,175.335,0.0332
llama3:8b,Can you explain inflation in simple terms?,345,180.615,0.0328
llama3:8b,What are some tips to stay focused while studying?,492,177.245,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,788,167.694,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,753,170.544,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,522,178.917,0.0319
llama3:8b,Can you summarize the key points of the book Atomic Habits?,517,170.669,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,554,170.135,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,571,170.012,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,467,182.450,0.0318
llama3:8b,How do I negotiate my salary during a job offer?,552,174.829,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,487,185.104,0.0319
llama3:8b,How do I negotiate my salary during a job offer?,627,182.660,0.0319
llama3:8b,How do I write a professional follow-up email after a job in...,500,185.429,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,560,182.984,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,476,185.795,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,402,190.265,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,489,188.809,0.0338
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,574,188.785,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,497,191.421,0.0331
llama3:8b,What's the difference between anxiety and stress?,456,187.356,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,538,194.629,0.0320
llama3:8b,What are some tips to stay focused while studying?,499,196.333,0.0320
llama3:8b,How do I negotiate my salary during a job offer?,583,186.952,0.0324
llama3:8b,What's the difference between anxiety and stress?,430,189.873,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,647,189.576,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,299,200.718,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,616,190.118,0.0332
llama3:8b,What are some tips to stay focused while studying?,581,186.813,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,760,189.385,0.0332
llama3:8b,Can you explain inflation in simple terms?,473,199.722,0.0320
llama3:8b,Can you explain inflation in simple terms?,458,200.851,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,411,201.982,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,848,189.867,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,871,190.174,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,512,201.972,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,586,199.962,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,526,204.450,0.0335
llama3:8b,How do I write a professional follow-up email after a job in...,509,204.873,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,427,210.379,0.0318
llama3:8b,What's the difference between anxiety and stress?,483,209.941,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,357,209.725,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,486,203.712,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,482,203.870,0.0327
llama3:8b,What's the difference between anxiety and stress?,474,209.672,0.0332
llama3:8b,What are some tips to stay focused while studying?,487,209.672,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,635,205.963,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,493,212.949,0.0317
llama3:8b,How can I start a simple workout routine at home with no equ...,542,203.750,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,524,214.178,0.0317
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,757,200.147,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,528,214.700,0.0341
llama3:8b,What are some fun icebreaker questions for team meetings?,463,215.743,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,521,217.374,0.0341
llama3:8b,How do I negotiate my salary during a job offer?,544,218.058,0.0340
llama3:8b,How can I start a simple workout routine at home with no equ...,414,223.010,0.0318
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,771,209.672,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,556,217.244,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,305,223.963,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,475,219.666,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,462,221.680,0.0334
llama3:8b,What are some fun icebreaker questions for team meetings?,437,217.649,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,577,223.392,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,460,219.519,0.0331
llama3:8b,Can you explain inflation in simple terms?,421,228.968,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,534,228.870,0.0317
llama3:8b,What are some fun icebreaker questions for team meetings?,459,231.814,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,607,224.877,0.0337
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,334,232.817,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,635,224.477,0.0337
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,690,218.643,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,406,233.497,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,694,226.688,0.0318
llama3:8b,How can I start a simple workout routine at home with no equ...,858,221.145,0.0337
llama3:8b,How can I start a simple workout routine at home with no equ...,494,234.180,0.0335
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,347,236.220,0.0335
llama3:8b,How can I start a simple workout routine at home with no equ...,534,235.220,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,539,234.597,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,570,233.415,0.0333
llama3:8b,What are some tips to stay focused while studying?,605,232.218,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,407,233.823,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,829,221.974,0.0327
llama3:8b,What are some tips to stay focused while studying?,555,230.058,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,334,243.388,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,619,239.694,0.0325
llama3:8b,What's the difference between anxiety and stress?,380,248.180,0.0339
llama3:8b,What are some tips to stay focused while studying?,506,244.851,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,461,238.260,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,440,246.926,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,573,243.969,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,596,240.690,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,447,250.419,0.0326
llama3:8b,What are some tips to stay focused while studying?,563,247.851,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,735,239.727,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,570,247.807,0.0339
llama3:8b,How do I negotiate my salary during a job offer?,624,242.686,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,463,250.477,0.0330
llama3:8b,Can you explain inflation in simple terms?,432,249.998,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,601,249.787,0.0338
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,384,257.921,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,339,259.159,0.0338
llama3:8b,How do I negotiate my salary during a job offer?,524,246.116,0.0339
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,843,245.179,0.0345
