Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,284,1.104,0.0320
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,351,0.811,0.0308
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,345,0.874,0.0322
llama3:8b,Can you explain inflation in simple terms?,373,1.014,0.0322
llama3:8b,Can you explain inflation in simple terms?,428,0.744,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,436,1.026,0.0315
llama3:8b,What's the difference between anxiety and stress?,433,0.895,0.0323
llama3:8b,What's the difference between anxiety and stress?,463,1.101,0.0310
llama3:8b,What are some fun icebreaker questions for team meetings?,457,0.831,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,452,1.111,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,468,1.106,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,520,0.831,0.0323
llama3:8b,What are some tips to stay focused while studying?,544,1.205,0.0313
llama3:8b,How do I negotiate my salary during a job offer?,547,1.128,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,585,1.110,0.0315
llama3:8b,Can you summarize the key points of the book Atomic Habits?,621,1.107,0.0315
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,645,1.107,0.0314
llama3:8b,Can you summarize the key points of the book Atomic Habits?,663,1.108,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,676,1.105,0.0315
llama3:8b,What's the difference between anxiety and stress?,411,12.040,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,322,15.648,0.0321
llama3:8b,How can I start a simple workout routine at home with no equ...,498,10.292,0.0324
llama3:8b,What's the difference between anxiety and stress?,476,14.563,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,899,1.215,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,494,14.802,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,372,18.741,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,534,14.931,0.0321
llama3:8b,How can I start a simple workout routine at home with no equ...,623,11.669,0.0330
llama3:8b,What's the difference between anxiety and stress?,434,18.304,0.0324
llama3:8b,What's the difference between anxiety and stress?,530,15.532,0.0334
llama3:8b,What are some tips to stay focused while studying?,489,17.709,0.0320
llama3:8b,What are some tips to stay focused while studying?,641,13.093,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,557,16.270,0.0321
llama3:8b,Can you explain inflation in simple terms?,477,19.617,0.0325
llama3:8b,How do I negotiate my salary during a job offer?,653,15.700,0.0326
llama3:8b,What's the difference between anxiety and stress?,505,22.493,0.0338
llama3:8b,What's the difference between anxiety and stress?,515,22.442,0.0341
llama3:8b,What are some tips to stay focused while studying?,488,26.041,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,366,30.124,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,646,20.436,0.0337
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,388,30.775,0.0326
llama3:8b,What are some tips to stay focused while studying?,562,25.479,0.0326
llama3:8b,What's the difference between anxiety and stress?,524,26.519,0.0343
llama3:8b,What's the difference between anxiety and stress?,427,30.338,0.0343
llama3:8b,What are some tips to stay focused while studying?,459,32.156,0.0327
llama3:8b,What's the difference between anxiety and stress?,459,33.417,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,873,20.768,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,515,32.501,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,489,32.332,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,528,31.302,0.0335
llama3:8b,How can I start a simple workout routine at home with no equ...,539,34.231,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,640,31.210,0.0335
llama3:8b,Can you summarize the key points of the book Atomic Habits?,581,34.057,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,615,35.169,0.0332
llama3:8b,What are some tips to stay focused while studying?,488,39.639,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,411,43.849,0.0318
llama3:8b,How do I write a professional follow-up email after a job in...,523,39.060,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,427,43.484,0.0337
llama3:8b,What's the difference between anxiety and stress?,459,42.228,0.0332
llama3:8b,Can you explain inflation in simple terms?,318,49.769,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,580,42.113,0.0320
llama3:8b,How do I negotiate my salary during a job offer?,588,41.935,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,518,43.581,0.0323
llama3:8b,Can you explain inflation in simple terms?,508,44.030,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,827,36.084,0.0323
llama3:8b,Can you explain inflation in simple terms?,532,48.448,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,411,51.759,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,511,48.409,0.0332
llama3:8b,What are some tips to stay focused while studying?,523,49.095,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,293,57.959,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,576,48.508,0.0332
llama3:8b,What are some tips to stay focused while studying?,521,50.949,0.0325
llama3:8b,What are some tips to stay focused while studying?,531,51.914,0.0328
llama3:8b,What's the difference between anxiety and stress?,474,57.272,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,778,46.232,0.0326
llama3:8b,What's the difference between anxiety and stress?,403,60.534,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,597,56.010,0.0318
llama3:8b,How do I write a professional follow-up email after a job in...,489,60.280,0.0318
llama3:8b,How can I start a simple workout routine at home with no equ...,551,57.516,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,434,63.862,0.0332
