Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's the difference between anxiety and stress?,368,32.854,0.0325
llama3:8b,Can you explain inflation in simple terms?,443,29.786,0.0326
llama3:8b,What are some tips to stay focused while studying?,473,29.000,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,649,26.829,0.0334
llama3:8b,What are some fun icebreaker questions for team meetings?,402,35.403,0.0323
llama3:8b,Can you explain inflation in simple terms?,461,31.561,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,434,32.548,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,694,27.606,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,366,37.986,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,639,30.629,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,454,36.917,0.0333
llama3:8b,Can you explain inflation in simple terms?,289,40.910,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,431,38.098,0.0325
llama3:8b,Can you explain inflation in simple terms?,400,41.382,0.0334
llama3:8b,What are some fun icebreaker questions for team meetings?,438,39.512,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,553,35.923,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,591,36.975,0.0336
llama3:8b,Can you summarize the key points of the book Atomic Habits?,567,37.443,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,497,41.692,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,563,41.566,0.0332
llama3:8b,What's the difference between anxiety and stress?,459,46.592,0.0323
llama3:8b,What's the difference between anxiety and stress?,420,45.621,0.0317
llama3:8b,What's the difference between anxiety and stress?,534,42.909,0.0330
llama3:8b,What's the difference between anxiety and stress?,523,43.491,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,387,51.083,0.0324
llama3:8b,What are some tips to stay focused while studying?,499,45.728,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,395,53.329,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,506,46.989,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,600,44.461,0.0323
llama3:8b,What are some tips to stay focused while studying?,573,47.188,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,379,54.919,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,380,54.027,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,754,42.283,0.0322
llama3:8b,What are some tips to stay focused while studying?,542,48.404,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,495,52.827,0.0326
llama3:8b,Can you explain inflation in simple terms?,301,58.252,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,706,51.059,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,305,59.645,0.0344
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,654,48.199,0.0358
llama3:8b,Can you summarize the key points of the book Atomic Habits?,517,57.058,0.0321
llama3:8b,Can you explain inflation in simple terms?,406,60.695,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,511,58.311,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,718,52.997,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,519,59.522,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,292,67.010,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,616,58.029,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,292,67.229,0.0332
llama3:8b,Can you explain inflation in simple terms?,404,64.575,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,482,62.968,0.0317
llama3:8b,Can you explain inflation in simple terms?,423,62.950,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,563,63.255,0.0327
llama3:8b,What are some tips to stay focused while studying?,524,64.511,0.0317
llama3:8b,How can I start a simple workout routine at home with no equ...,582,60.885,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,768,58.602,0.0319
llama3:8b,What's the difference between anxiety and stress?,397,66.448,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,404,72.805,0.0334
llama3:8b,What are some tips to stay focused while studying?,494,71.159,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,741,62.339,0.0328
llama3:8b,What's the difference between anxiety and stress?,452,72.348,0.0333
llama3:8b,Can you explain inflation in simple terms?,340,75.455,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,566,70.656,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,470,75.596,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,548,71.264,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,837,66.326,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,665,67.789,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,619,74.014,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,359,77.645,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,515,77.295,0.0327
llama3:8b,What's the difference between anxiety and stress?,400,78.085,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,502,74.979,0.0330
llama3:8b,What are some tips to stay focused while studying?,571,75.995,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,492,78.754,0.0327
llama3:8b,Can you explain inflation in simple terms?,397,83.369,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,551,80.206,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,659,75.011,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,353,89.015,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,417,86.456,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,364,91.260,0.0340
llama3:8b,Can you summarize the key points of the book Atomic Habits?,533,86.536,0.0339
llama3:8b,Can you summarize the key points of the book Atomic Habits?,517,80.712,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,539,85.498,0.0329
llama3:8b,What are some tips to stay focused while studying?,516,91.040,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,416,94.197,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,859,81.148,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,425,91.702,0.0325
llama3:8b,What's the difference between anxiety and stress?,586,86.632,0.0326
llama3:8b,What's the difference between anxiety and stress?,482,87.343,0.0328
llama3:8b,What's the difference between anxiety and stress?,398,97.345,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,696,87.511,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,609,92.726,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,551,87.643,0.0328
llama3:8b,What are some tips to stay focused while studying?,598,87.585,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,515,93.281,0.0319
llama3:8b,Can you explain inflation in simple terms?,343,102.655,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,490,94.609,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,633,93.946,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,504,97.036,0.0322
llama3:8b,What's the difference between anxiety and stress?,523,99.537,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,500,102.701,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,316,104.572,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,523,94.845,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,427,107.852,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,441,109.540,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,545,107.435,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,708,100.312,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,600,103.813,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,668,105.468,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,604,102.201,0.0327
llama3:8b,What's the difference between anxiety and stress?,402,112.339,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,319,113.975,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,526,110.851,0.0334
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,726,105.932,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,578,108.667,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,642,104.296,0.0326
llama3:8b,What's the difference between anxiety and stress?,509,115.182,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,535,116.016,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,712,109.073,0.0334
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,732,103.800,0.0326
