Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,323,8.216,0.0307
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,319,7.831,0.0313
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,420,9.840,0.0306
llama3:8b,What are some fun icebreaker questions for team meetings?,465,8.234,0.0316
llama3:8b,What's the difference between anxiety and stress?,448,9.171,0.0307
llama3:8b,Can you explain inflation in simple terms?,438,9.696,0.0308
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,467,8.227,0.0304
llama3:8b,How do I write a professional follow-up email after a job in...,480,8.227,0.0305
llama3:8b,How can I start a simple workout routine at home with no equ...,498,7.369,0.0315
llama3:8b,What are some fun icebreaker questions for team meetings?,451,6.834,0.0317
llama3:8b,How do I write a professional follow-up email after a job in...,467,6.828,0.0315
llama3:8b,What are some fun icebreaker questions for team meetings?,489,9.837,0.0308
llama3:8b,What are some fun icebreaker questions for team meetings?,519,8.168,0.0305
llama3:8b,Can you summarize the key points of the book Atomic Habits?,541,7.369,0.0315
llama3:8b,Can you summarize the key points of the book Atomic Habits?,521,9.839,0.0309
llama3:8b,Can you summarize the key points of the book Atomic Habits?,582,9.228,0.0309
llama3:8b,How can I start a simple workout routine at home with no equ...,624,9.171,0.0311
llama3:8b,Can you summarize the key points of the book Atomic Habits?,595,9.701,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,690,8.171,0.0309
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,750,7.370,0.0316
llama3:8b,How do I write a professional follow-up email after a job in...,464,18.176,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,400,22.804,0.0319
llama3:8b,Can you summarize the key points of the book Atomic Habits?,532,15.885,0.0327
llama3:8b,What are some tips to stay focused while studying?,473,21.325,0.0318
llama3:8b,How do I negotiate my salary during a job offer?,486,22.513,0.0324
llama3:8b,What's the difference between anxiety and stress?,479,20.925,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,460,22.056,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,489,22.888,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,546,20.994,0.0324
llama3:8b,What's the difference between anxiety and stress?,411,25.299,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,479,22.473,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,402,22.712,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,572,21.141,0.0322
llama3:8b,What are some tips to stay focused while studying?,630,20.977,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,597,19.201,0.0329
llama3:8b,Can you explain inflation in simple terms?,458,27.655,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,615,23.941,0.0319
llama3:8b,What are some tips to stay focused while studying?,526,26.557,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,649,19.595,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,356,31.461,0.0324
llama3:8b,Can you explain inflation in simple terms?,461,33.657,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,500,31.087,0.0327
llama3:8b,What are some tips to stay focused while studying?,455,36.517,0.0320
llama3:8b,Can you explain inflation in simple terms?,401,36.650,0.0323
llama3:8b,What's the difference between anxiety and stress?,472,36.377,0.0310
llama3:8b,How do I write a professional follow-up email after a job in...,421,36.945,0.0319
llama3:8b,Can you explain inflation in simple terms?,377,37.905,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,539,35.563,0.0311
llama3:8b,What are some tips to stay focused while studying?,479,36.816,0.0327
llama3:8b,Can you explain inflation in simple terms?,427,37.309,0.0318
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,827,28.110,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,600,35.096,0.0311
llama3:8b,Can you summarize the key points of the book Atomic Habits?,556,38.702,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,521,38.973,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,645,35.994,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,557,41.646,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,585,40.334,0.0318
llama3:8b,How do I write a professional follow-up email after a job in...,444,45.575,0.0321
llama3:8b,What's the difference between anxiety and stress?,481,42.108,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,765,37.757,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,638,41.855,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,432,47.718,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,574,46.574,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,523,48.206,0.0321
llama3:8b,Can you explain inflation in simple terms?,372,51.842,0.0322
llama3:8b,Can you explain inflation in simple terms?,455,49.375,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,519,48.433,0.0330
llama3:8b,What are some tips to stay focused while studying?,505,51.557,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,594,48.111,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,554,49.339,0.0328
llama3:8b,What are some tips to stay focused while studying?,576,51.805,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,642,49.978,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,533,52.528,0.0333
llama3:8b,Can you explain inflation in simple terms?,452,56.028,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,568,56.149,0.0328
llama3:8b,What are some tips to stay focused while studying?,573,56.720,0.0318
llama3:8b,What's the difference between anxiety and stress?,414,61.064,0.0315
llama3:8b,What are some tips to stay focused while studying?,580,56.968,0.0317
llama3:8b,How can I start a simple workout routine at home with no equ...,657,55.252,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,662,56.917,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,602,60.735,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,566,58.657,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,407,67.187,0.0318
llama3:8b,How can I start a simple workout routine at home with no equ...,525,64.370,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,608,61.700,0.0323
llama3:8b,What are some tips to stay focused while studying?,478,63.105,0.0321
llama3:8b,What are some tips to stay focused while studying?,496,63.620,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,325,50.990,0.0334
llama3:8b,What's the difference between anxiety and stress?,398,70.333,0.0327
