Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's the difference between anxiety and stress?,488,0.827,0.0404
llama3:8b,What are some tips to stay focused while studying?,525,0.533,0.0405
llama3:8b,Can you explain inflation in simple terms?,312,14.024,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,536,0.906,0.0443
llama3:8b,Can you summarize the key points of the book Atomic Habits?,576,0.949,0.0414
llama3:8b,Can you explain inflation in simple terms?,439,1.282,0.0537
llama3:8b,Can you explain inflation in simple terms?,467,1.021,0.0539
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,325,18.347,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,363,0.812,0.0778
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,326,19.814,0.0328
llama3:8b,Can you explain inflation in simple terms?,419,16.550,0.0338
llama3:8b,How do I write a professional follow-up email after a job in...,472,0.828,0.0637
llama3:8b,How can I start a simple workout routine at home with no equ...,605,11.869,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,547,1.015,0.0559
llama3:8b,How do I write a professional follow-up email after a job in...,525,15.409,0.0333
llama3:8b,What are some tips to stay focused while studying?,457,16.857,0.0356
llama3:8b,Can you summarize the key points of the book Atomic Habits?,503,16.741,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,552,15.500,0.0326
llama3:8b,What are some tips to stay focused while studying?,537,0.868,0.0608
llama3:8b,Can you explain inflation in simple terms?,421,0.853,0.0781
llama3:8b,How do I write a professional follow-up email after a job in...,564,15.325,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,504,0.521,0.0660
llama3:8b,What are some tips to stay focused while studying?,446,0.920,0.0752
llama3:8b,How do I write a professional follow-up email after a job in...,503,16.850,0.0366
llama3:8b,How do I write a professional follow-up email after a job in...,565,16.654,0.0343
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,625,16.211,0.0328
llama3:8b,What are some tips to stay focused while studying?,554,19.035,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,515,20.895,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,540,20.007,0.0337
llama3:8b,What are some tips to stay focused while studying?,571,12.622,0.0461
llama3:8b,What's the difference between anxiety and stress?,466,23.418,0.0337
llama3:8b,How can I start a simple workout routine at home with no equ...,469,23.183,0.0323
llama3:8b,Can you explain inflation in simple terms?,318,1.976,0.1180
llama3:8b,Can you summarize the key points of the book Atomic Habits?,656,20.417,0.0317
llama3:8b,How do I write a professional follow-up email after a job in...,713,17.891,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,569,1.285,0.0712
llama3:8b,What are some fun icebreaker questions for team meetings?,445,0.873,0.0942
llama3:8b,Can you summarize the key points of the book Atomic Habits?,618,0.866,0.0699
llama3:8b,What's the difference between anxiety and stress?,365,31.526,0.0349
llama3:8b,What's the difference between anxiety and stress?,361,32.251,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,420,31.471,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,395,32.974,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,472,29.691,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,574,0.879,0.0788
llama3:8b,What's the difference between anxiety and stress?,429,31.861,0.0325
llama3:8b,Can you explain inflation in simple terms?,342,35.729,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,545,28.992,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,495,30.699,0.0324
llama3:8b,What's the difference between anxiety and stress?,465,32.903,0.0318
llama3:8b,What are some tips to stay focused while studying?,567,30.631,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,474,33.702,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,354,38.266,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,690,0.873,0.0733
llama3:8b,What are some tips to stay focused while studying?,499,37.018,0.0323
llama3:8b,What are some tips to stay focused while studying?,485,37.980,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,501,36.773,0.0325
llama3:8b,What's the difference between anxiety and stress?,476,39.865,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,329,45.098,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,505,40.167,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,383,45.097,0.0329
llama3:8b,What are some tips to stay focused while studying?,592,39.090,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,339,48.438,0.0333
llama3:8b,Can you explain inflation in simple terms?,455,45.965,0.0332
llama3:8b,What's the difference between anxiety and stress?,512,43.943,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,561,42.395,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,458,46.868,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,459,45.925,0.0334
llama3:8b,What are some tips to stay focused while studying?,482,48.784,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,468,49.466,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,551,46.827,0.0318
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,877,36.912,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,465,49.946,0.0316
llama3:8b,What's the difference between anxiety and stress?,396,52.279,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,315,55.811,0.0317
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,690,46.034,0.0326
llama3:8b,Can you explain inflation in simple terms?,428,56.397,0.0317
llama3:8b,What's the difference between anxiety and stress?,438,56.722,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,474,57.751,0.0325
llama3:8b,Can you explain inflation in simple terms?,263,64.484,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,412,60.806,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,403,59.180,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,652,52.586,0.0330
llama3:8b,What's the difference between anxiety and stress?,535,57.774,0.0327
llama3:8b,What are some tips to stay focused while studying?,473,61.722,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,416,63.704,0.0330
llama3:8b,What's the difference between anxiety and stress?,529,61.474,0.0324
llama3:8b,Can you explain inflation in simple terms?,441,64.507,0.0334
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,828,53.119,0.0323
llama3:8b,What are some tips to stay focused while studying?,568,60.320,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,599,60.688,0.0333
llama3:8b,How do I write a professional follow-up email after a job in...,520,63.736,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,560,64.420,0.0325
llama3:8b,What are some tips to stay focused while studying?,535,65.912,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,511,69.619,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,578,69.065,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,459,72.358,0.0331
llama3:8b,What's the difference between anxiety and stress?,485,73.279,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,446,74.369,0.0331
llama3:8b,What are some tips to stay focused while studying?,599,70.750,0.0335
llama3:8b,Can you explain inflation in simple terms?,409,76.732,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,525,74.132,0.0328
llama3:8b,Can you explain inflation in simple terms?,358,78.942,0.0339
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,843,65.180,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,425,79.302,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,639,73.326,0.0328
llama3:8b,What's the difference between anxiety and stress?,405,78.937,0.0330
