Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,701,66.977,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,702,69.271,0.0324
llama3:8b,What are some tips to stay focused while studying?,539,68.656,0.0315
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,322,80.223,0.0336
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,689,72.846,0.0324
llama3:8b,Can you explain inflation in simple terms?,313,84.147,0.0325
llama3:8b,Can you explain inflation in simple terms?,339,83.709,0.0334
llama3:8b,What's the difference between anxiety and stress?,377,81.470,0.0339
llama3:8b,How can I start a simple workout routine at home with no equ...,549,78.282,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,322,86.396,0.0338
llama3:8b,How can I start a simple workout routine at home with no equ...,533,80.513,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,430,86.555,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,515,75.353,0.0319
llama3:8b,What's the difference between anxiety and stress?,465,85.286,0.0337
llama3:8b,How do I write a professional follow-up email after a job in...,472,84.339,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,838,68.388,0.0319
llama3:8b,Can you explain inflation in simple terms?,487,86.960,0.0337
llama3:8b,What are some tips to stay focused while studying?,569,84.434,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,481,90.113,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,802,71.960,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,635,86.638,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,555,88.896,0.0335
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,374,92.307,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,519,82.682,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,497,93.238,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,361,92.647,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,443,94.143,0.0327
llama3:8b,Can you explain inflation in simple terms?,343,99.190,0.0322
llama3:8b,What are some tips to stay focused while studying?,547,94.441,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,439,100.031,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,683,89.098,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,482,99.791,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,549,97.397,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,488,90.850,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,700,93.402,0.0325
llama3:8b,Can you explain inflation in simple terms?,459,99.427,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,563,92.156,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,514,103.409,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,415,101.540,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,509,95.814,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,542,105.552,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,537,102.551,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,513,112.519,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,661,108.470,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,713,98.720,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,821,105.023,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,779,105.027,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,552,107.777,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,694,109.319,0.0317
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,739,107.720,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,563,114.430,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,560,106.033,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,638,113.523,0.0325
llama3:8b,Can you explain inflation in simple terms?,450,114.460,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,753,111.365,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,517,110.547,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,535,117.831,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,565,112.624,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,700,113.220,0.0332
