Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,316,0.802,0.0336
llama3:8b,Can you explain inflation in simple terms?,365,0.653,0.0312
llama3:8b,What's the difference between anxiety and stress?,385,1.050,0.0327
llama3:8b,Can you explain inflation in simple terms?,410,0.947,0.0316
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,447,0.724,0.0314
llama3:8b,What are some fun icebreaker questions for team meetings?,426,0.985,0.0326
llama3:8b,Can you explain inflation in simple terms?,444,1.082,0.0327
llama3:8b,What's the difference between anxiety and stress?,449,1.076,0.0326
llama3:8b,Can you explain inflation in simple terms?,462,1.084,0.0326
llama3:8b,Can you explain inflation in simple terms?,501,0.820,0.0315
llama3:8b,What are some tips to stay focused while studying?,513,0.970,0.0326
llama3:8b,What's the difference between anxiety and stress?,541,0.886,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,552,0.895,0.0317
llama3:8b,How do I write a professional follow-up email after a job in...,556,0.937,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,576,0.901,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,622,0.726,0.0317
llama3:8b,How can I start a simple workout routine at home with no equ...,579,0.896,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,298,11.459,0.0338
llama3:8b,Can you summarize the key points of the book Atomic Habits?,617,0.787,0.0339
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,709,0.953,0.0315
llama3:8b,How can I start a simple workout routine at home with no equ...,708,0.691,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,320,16.692,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,470,12.094,0.0327
llama3:8b,What's the difference between anxiety and stress?,422,15.812,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,506,13.993,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,365,18.601,0.0329
llama3:8b,What are some tips to stay focused while studying?,498,14.943,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,542,13.753,0.0324
llama3:8b,What are some tips to stay focused while studying?,529,16.258,0.0327
llama3:8b,Can you explain inflation in simple terms?,430,19.766,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,491,17.757,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,584,14.834,0.0328
llama3:8b,What are some tips to stay focused while studying?,538,18.419,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,676,15.671,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,419,24.772,0.0334
llama3:8b,How do I negotiate my salary during a job offer?,474,23.331,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,309,29.572,0.0317
llama3:8b,What are some tips to stay focused while studying?,577,21.587,0.0336
llama3:8b,How can I start a simple workout routine at home with no equ...,637,20.511,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,342,31.119,0.0317
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,754,18.398,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,486,27.296,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,482,27.539,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,435,30.674,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,720,21.821,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,394,34.051,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,813,20.627,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,538,33.869,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,480,36.150,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,572,33.649,0.0321
llama3:8b,Can you explain inflation in simple terms?,401,41.402,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,309,44.819,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,759,30.577,0.0327
llama3:8b,What are some tips to stay focused while studying?,512,38.905,0.0329
llama3:8b,What's the difference between anxiety and stress?,450,41.032,0.0335
llama3:8b,How can I start a simple workout routine at home with no equ...,544,38.834,0.0335
llama3:8b,How do I write a professional follow-up email after a job in...,448,43.258,0.0319
llama3:8b,How do I write a professional follow-up email after a job in...,523,19.844,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,490,43.078,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,557,43.325,0.0320
llama3:8b,What are some fun icebreaker questions for team meetings?,415,47.990,0.0335
llama3:8b,What's the difference between anxiety and stress?,473,47.013,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,307,51.820,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,956,31.375,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,514,46.033,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,916,33.650,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,798,37.856,0.0331
llama3:8b,Can you explain inflation in simple terms?,414,29.745,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,823,39.459,0.0328
llama3:8b,What's the difference between anxiety and stress?,427,54.324,0.0320
llama3:8b,Can you explain inflation in simple terms?,225,36.871,0.0338
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,451,57.159,0.0325
llama3:8b,Can you explain inflation in simple terms?,504,56.165,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,499,55.814,0.0338
llama3:8b,How do I write a professional follow-up email after a job in...,525,55.495,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,457,36.665,0.0339
llama3:8b,What are some fun icebreaker questions for team meetings?,465,59.271,0.0339
llama3:8b,How do I write a professional follow-up email after a job in...,593,55.094,0.0337
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,710,51.521,0.0337
llama3:8b,Can you summarize the key points of the book Atomic Habits?,582,57.655,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,452,62.147,0.0318
llama3:8b,Can you explain inflation in simple terms?,339,40.234,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,507,61.988,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,472,63.361,0.0321
llama3:8b,What's the difference between anxiety and stress?,500,62.189,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,486,63.994,0.0334
llama3:8b,Can you explain inflation in simple terms?,426,40.604,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,444,68.082,0.0321
llama3:8b,How can I start a simple workout routine at home with no equ...,557,64.367,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,489,72.628,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,496,54.943,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,857,61.209,0.0324
llama3:8b,What are some tips to stay focused while studying?,581,39.493,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,478,51.819,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,586,71.865,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,436,76.610,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,321,36.218,0.0321
llama3:8b,What's the difference between anxiety and stress?,396,78.415,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,496,76.314,0.0333
llama3:8b,How do I write a professional follow-up email after a job in...,556,75.116,0.0323
llama3:8b,Can you explain inflation in simple terms?,491,38.660,0.0321
llama3:8b,What's the difference between anxiety and stress?,470,50.659,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,584,75.515,0.0323
