Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,Can you explain inflation in simple terms?,441,0.559,0.0423
llama3:8b,What are some tips to stay focused while studying?,556,0.790,0.0333
llama3:8b,Can you explain inflation in simple terms?,418,0.764,0.0453
llama3:8b,How do I negotiate my salary during a job offer?,589,0.633,0.0350
llama3:8b,How do I negotiate my salary during a job offer?,571,1.578,0.0359
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,696,0.765,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,566,0.638,0.0429
llama3:8b,How do I negotiate my salary during a job offer?,521,0.581,0.0487
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,332,14.969,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,410,13.400,0.0332
llama3:8b,What are some tips to stay focused while studying?,483,1.120,0.0551
llama3:8b,How do I write a professional follow-up email after a job in...,483,12.306,0.0329
llama3:8b,Can you explain inflation in simple terms?,393,0.762,0.0723
llama3:8b,What's the difference between anxiety and stress?,443,0.558,0.0656
llama3:8b,How do I write a professional follow-up email after a job in...,482,13.402,0.0336
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,351,0.556,0.0834
llama3:8b,Can you summarize the key points of the book Atomic Habits?,478,14.956,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,435,0.954,0.0683
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,371,1.248,0.0793
llama3:8b,Can you explain inflation in simple terms?,458,16.028,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,355,19.663,0.0332
llama3:8b,What's the difference between anxiety and stress?,462,16.768,0.0340
llama3:8b,How can I start a simple workout routine at home with no equ...,578,1.118,0.0559
llama3:8b,Can you explain inflation in simple terms?,472,19.393,0.0324
llama3:8b,What's the difference between anxiety and stress?,444,20.214,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,541,16.697,0.0340
llama3:8b,What's the difference between anxiety and stress?,452,1.111,0.0797
llama3:8b,What are some fun icebreaker questions for team meetings?,426,23.558,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,542,19.993,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,703,15.306,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,715,0.830,0.0523
llama3:8b,Can you summarize the key points of the book Atomic Habits?,507,22.049,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,640,18.675,0.0321
llama3:8b,Can you explain inflation in simple terms?,435,26.032,0.0324
llama3:8b,Can you explain inflation in simple terms?,384,29.916,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,340,31.380,0.0323
llama3:8b,Can you explain inflation in simple terms?,458,28.210,0.0321
llama3:8b,What's the difference between anxiety and stress?,420,28.317,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,856,15.549,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,795,0.952,0.0539
llama3:8b,How do I negotiate my salary during a job offer?,555,25.973,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,381,31.266,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,606,23.253,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,571,25.926,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,492,30.306,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,443,34.652,0.0329
